Unique_ID,Lysimeter_ID,CollectionDate,USGS_siteno,UTM_x_Z15,UTM_y_Z15,Distance_from_421,Param_name,Param_ShortName,Result_Value,Result_Flag,Unit,Laboratory,meth_cd
L310_1.5_20210416,L310-1.5,2021-04-16,,342605.76,5270952.42,433.453,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L310_1.5_20210422,L310-1.5,2021-04-22,,342605.76,5270952.42,433.453,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L310_1.5_20210429,L310-1.5,2021-04-29,,342605.76,5270952.42,433.453,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L310_4.5_20210312,L310-4.5,2021-03-12,,342604.47,5270953.06,433.572,"Chloride, water, filtered, milligrams per liter",Chloride,7.59,,(mg/L),MERI,00109
L310_4.5_20210318,L310-4.5,2021-03-18,,342604.47,5270953.06,433.572,"Chloride, water, filtered, milligrams per liter",Chloride,1.79,,(mg/L),MERI,00109
L310_4.5_20210325,L310-4.5,2021-03-25,,342604.47,5270953.06,433.572,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L310_4.5_20210404,L310-4.5,2021-04-04,,342604.47,5270953.06,433.572,"Chloride, water, filtered, milligrams per liter",Chloride,0.960,,(mg/L),MERI,00109
L310_4.5_20210411,L310-4.5,2021-04-11,,342604.47,5270953.06,433.572,"Chloride, water, filtered, milligrams per liter",Chloride,0.850,,(mg/L),MERI,00109
L310_4.5_20210416,L310-4.5,2021-04-16,,342604.47,5270953.06,433.572,"Chloride, water, filtered, milligrams per liter",Chloride,0.870,,(mg/L),MERI,00109
L310_4.5_20210422,L310-4.5,2021-04-22,,342604.47,5270953.06,433.572,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L310_4.5_20210429,L310-4.5,2021-04-29,,342604.47,5270953.06,433.572,"Chloride, water, filtered, milligrams per liter",Chloride,0.800,,(mg/L),MERI,00109
L9014_1.5_20210325,L9014-1.5,2021-03-25,473426095052509,342794.83,5271049.55,430.335,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9014_1.5_20210416,L9014-1.5,2021-04-16,473426095052509,342794.83,5271049.55,430.335,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9014_1.5_20210422,L9014-1.5,2021-04-22,473426095052509,342794.83,5271049.55,430.335,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9014_1.5_20210429,L9014-1.5,2021-04-29,473426095052509,342794.83,5271049.55,430.335,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9014_3.0_20210404,L9014-3.0,2021-04-04,473426095052510,342794.05,5271050.17,430.344,"Chloride, water, filtered, milligrams per liter",Chloride,1.10,,(mg/L),MERI,00109
L9014_3.0_20210411,L9014-3.0,2021-04-11,473426095052510,342794.05,5271050.17,430.344,"Chloride, water, filtered, milligrams per liter",Chloride,1.10,,(mg/L),MERI,00109
L9014_3.0_20210416,L9014-3.0,2021-04-16,473426095052510,342794.05,5271050.17,430.344,"Chloride, water, filtered, milligrams per liter",Chloride,1.12,,(mg/L),MERI,00109
L9014_3.0_20210422,L9014-3.0,2021-04-22,473426095052510,342794.05,5271050.17,430.344,"Chloride, water, filtered, milligrams per liter",Chloride,1.16,,(mg/L),MERI,00109
L9014_3.0_20210429,L9014-3.0,2021-04-29,473426095052510,342794.05,5271050.17,430.344,"Chloride, water, filtered, milligrams per liter",Chloride,1.40,,(mg/L),MERI,00109
L9014_4.5_20210312,L9014-4.5,2021-03-12,473426095052511,342793.30,5271051.13,430.350,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9014_4.5_20210318,L9014-4.5,2021-03-18,473426095052511,342793.30,5271051.13,430.350,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9014_4.5_20210325,L9014-4.5,2021-03-25,473426095052511,342793.30,5271051.13,430.350,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9014_4.5_20210404,L9014-4.5,2021-04-04,473426095052511,342793.30,5271051.13,430.350,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9014_4.5_20210411,L9014-4.5,2021-04-11,473426095052511,342793.30,5271051.13,430.350,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9014_4.5_20210416,L9014-4.5,2021-04-16,473426095052511,342793.30,5271051.13,430.350,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9014_4.5_20210422,L9014-4.5,2021-04-22,473426095052511,342793.30,5271051.13,430.350,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9014_4.5_20210429,L9014-4.5,2021-04-29,473426095052511,342793.30,5271051.13,430.350,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9017_1.3_20210312,L9017-1.3,2021-03-12,473425095052677,342760.39,5271035.11,430.055,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9017_1.3_20210318,L9017-1.3,2021-03-18,473425095052677,342760.39,5271035.11,430.055,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9017_1.3_20210404,L9017-1.3,2021-04-04,473425095052677,342760.39,5271035.11,430.055,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9017_1.3_20210416,L9017-1.3,2021-04-16,473425095052677,342760.39,5271035.11,430.055,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9017_1.3_20210411,L9017-1.3,2021-04-11,473425095052677,342760.39,5271035.11,430.055,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9017_1.3_20210422,L9017-1.3,2021-04-22,473425095052677,342760.39,5271035.11,430.055,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9017_1.3_20210429,L9017-1.3,2021-04-29,473425095052677,342760.39,5271035.11,430.055,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9017_2.5_20210312,L9017-2.5,2021-03-12,473425095052687,342758.38,5271037.77,430.109,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9017_2.5_20210318,L9017-2.5,2021-03-18,473425095052687,342758.38,5271037.77,430.109,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9017_2.5_20210325,L9017-2.5,2021-03-25,473425095052687,342758.38,5271037.77,430.109,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9017_2.5_20210404,L9017-2.5,2021-04-04,473425095052687,342758.38,5271037.77,430.109,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9017_2.5_20210411,L9017-2.5,2021-04-11,473425095052687,342758.38,5271037.77,430.109,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9017_2.5_20210416,L9017-2.5,2021-04-16,473425095052687,342758.38,5271037.77,430.109,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9017_2.5_20210422,L9017-2.5,2021-04-22,473425095052687,342758.38,5271037.77,430.109,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9017_2.5_20210429,L9017-2.5,2021-04-29,473425095052687,342758.38,5271037.77,430.109,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9017_3.7_20210312,L9017-3.7,2021-03-12,473425095052682,342759.47,5271036.87,430.055,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9017_3.7_20210318,L9017-3.7,2021-03-18,473425095052682,342759.47,5271036.87,430.055,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9017_3.7_20210404,L9017-3.7,2021-04-04,473425095052682,342759.47,5271036.87,430.055,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9017_3.7_20210411,L9017-3.7,2021-04-11,473425095052682,342759.47,5271036.87,430.055,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L9017_3.7_20210416,L9017-3.7,2021-04-16,473425095052682,342759.47,5271036.87,430.055,"Chloride, water, filtered, milligrams per liter",Chloride,2.31,,(mg/L),MERI,00109
L9017_3.7_20210429,L9017-3.7,2021-04-29,473425095052682,342759.47,5271036.87,430.055,"Chloride, water, filtered, milligrams per liter",Chloride,0.666,LTMDL,(mg/L),MERI,00109
L310_1.5_20190628,L310-1.5,2019-06-28,,342605.76,5270952.42,433.453,"Nitrite, water, filtered, milligrams per liter",Nitrite,0.114,LTMDL,(mg/L),MERI,00109
L9014_1.5_20190627,L9014-1.5,2019-06-27,473426095052509,342794.83,5271049.55,430.335,"Nitrite, water, filtered, milligrams per liter",Nitrite,,U,(mg/L),MERI,00109
L9014_3.0_20190627,L9014-3.0,2019-06-27,473426095052510,342794.05,5271050.17,430.344,"Nitrite, water, filtered, milligrams per liter",Nitrite,,U,(mg/L),MERI,00109
L9014_4.5_20190627,L9014-4.5,2019-06-27,473426095052511,342793.30,5271051.13,430.350,"Nitrite, water, filtered, milligrams per liter",Nitrite,0.305,,(mg/L),MERI,00109
L9017_1.3_20190627,L9017-1.3,2019-06-27,473425095052677,342760.39,5271035.11,430.055,"Nitrite, water, filtered, milligrams per liter",Nitrite,,U,(mg/L),MERI,00109
L9017_2.5_20190627,L9017-2.5,2019-06-27,473425095052687,342758.38,5271037.77,430.109,"Nitrite, water, filtered, milligrams per liter",Nitrite,0.114,LTMDL,(mg/L),MERI,00109
L9017_3.7_20190627,L9017-3.7,2019-06-27,473425095052682,342759.47,5271036.87,430.055,"Nitrite, water, filtered, milligrams per liter",Nitrite,0.114,LTMDL,(mg/L),MERI,00109
L310_1.5_20210411,L310-1.5,2021-04-11,,342605.76,5270952.42,433.453,"Nitrite, water, filtered, milligrams per liter",Nitrite,0.114,LTMDL,(mg/L),MERI,00109
L310_1.5_20210416,L310-1.5,2021-04-16,,342605.76,5270952.42,433.453,"Nitrite, water, filtered, milligrams per liter",Nitrite,,U,(mg/L),MERI,00109
L310_4.5_20210312,L310-4.5,2021-03-12,,342604.47,5270953.06,433.572,"Nitrite, water, filtered, milligrams per liter",Nitrite,,U,(mg/L),MERI,00109
L310_4.5_20210318,L310-4.5,2021-03-18,,342604.47,5270953.06,433.572,"Nitrite, water, filtered, milligrams per liter",Nitrite,,U,(mg/L),MERI,00109
L310_4.5_20210411,L310-4.5,2021-04-11,,342604.47,5270953.06,433.572,"Nitrite, water, filtered, milligrams per liter",Nitrite,0.114,LTMDL,(mg/L),MERI,00109
L310_4.5_20210429,L310-4.5,2021-04-29,,342604.47,5270953.06,433.572,"Nitrite, water, filtered, milligrams per liter",Nitrite,,U,(mg/L),MERI,00109
L9014_3.0_20210411,L9014-3.0,2021-04-11,473426095052510,342794.05,5271050.17,430.344,"Nitrite, water, filtered, milligrams per liter",Nitrite,0.114,LTMDL,(mg/L),MERI,00109
L9014_3.0_20210416,L9014-3.0,2021-04-16,473426095052510,342794.05,5271050.17,430.344,"Nitrite, water, filtered, milligrams per liter",Nitrite,0.114,LTMDL,(mg/L),MERI,00109
L9014_3.0_20210422,L9014-3.0,2021-04-22,473426095052510,342794.05,5271050.17,430.344,"Nitrite, water, filtered, milligrams per liter",Nitrite,0.114,LTMDL,(mg/L),MERI,00109
L9014_4.5_20210404,L9014-4.5,2021-04-04,473426095052511,342793.30,5271051.13,430.350,"Nitrite, water, filtered, milligrams per liter",Nitrite,,U,(mg/L),MERI,00109
L9014_4.5_20210411,L9014-4.5,2021-04-11,473426095052511,342793.30,5271051.13,430.350,"Nitrite, water, filtered, milligrams per liter",Nitrite,,U,(mg/L),MERI,00109
L9014_4.5_20210416,L9014-4.5,2021-04-16,473426095052511,342793.30,5271051.13,430.350,"Nitrite, water, filtered, milligrams per liter",Nitrite,,U,(mg/L),MERI,00109
L9014_4.5_20210422,L9014-4.5,2021-04-22,473426095052511,342793.30,5271051.13,430.350,"Nitrite, water, filtered, milligrams per liter",Nitrite,0.114,LTMDL,(mg/L),MERI,00109
L9014_4.5_20210429,L9014-4.5,2021-04-29,473426095052511,342793.30,5271051.13,430.350,"Nitrite, water, filtered, milligrams per liter",Nitrite,,U,(mg/L),MERI,00109
L9017_1.3_20210318,L9017-1.3,2021-03-18,473425095052677,342760.39,5271035.11,430.055,"Nitrite, water, filtered, milligrams per liter",Nitrite,,U,(mg/L),MERI,00109
L9017_1.3_20210416,L9017-1.3,2021-04-16,473425095052677,342760.39,5271035.11,430.055,"Nitrite, water, filtered, milligrams per liter",Nitrite,0.114,LTMDL,(mg/L),MERI,00109
L9017_1.3_20210411,L9017-1.3,2021-04-11,473425095052677,342760.39,5271035.11,430.055,"Nitrite, water, filtered, milligrams per liter",Nitrite,,U,(mg/L),MERI,00109
L9017_2.5_20210325,L9017-2.5,2021-03-25,473425095052687,342758.38,5271037.77,430.109,"Nitrite, water, filtered, milligrams per liter",Nitrite,,U,(mg/L),MERI,00109
L9017_2.5_20210404,L9017-2.5,2021-04-04,473425095052687,342758.38,5271037.77,430.109,"Nitrite, water, filtered, milligrams per liter",Nitrite,0.114,LTMDL,(mg/L),MERI,00109
L9017_2.5_20210416,L9017-2.5,2021-04-16,473425095052687,342758.38,5271037.77,430.109,"Nitrite, water, filtered, milligrams per liter",Nitrite,0.114,LTMDL,(mg/L),MERI,00109
L9017_2.5_20210422,L9017-2.5,2021-04-22,473425095052687,342758.38,5271037.77,430.109,"Nitrite, water, filtered, milligrams per liter",Nitrite,0.114,LTMDL,(mg/L),MERI,00109
L9017_2.5_20210429,L9017-2.5,2021-04-29,473425095052687,342758.38,5271037.77,430.109,"Nitrite, water, filtered, milligrams per liter",Nitrite,,U,(mg/L),MERI,00109
L9017_3.7_20210318,L9017-3.7,2021-03-18,473425095052682,342759.47,5271036.87,430.055,"Nitrite, water, filtered, milligrams per liter",Nitrite,,U,(mg/L),MERI,00109
L9017_3.7_20210411,L9017-3.7,2021-04-11,473425095052682,342759.47,5271036.87,430.055,"Nitrite, water, filtered, milligrams per liter",Nitrite,0.114,LTMDL,(mg/L),MERI,00109
L310_1.5_20190628,L310-1.5,2019-06-28,,342605.76,5270952.42,433.453,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9014_1.5_20190627,L9014-1.5,2019-06-27,473426095052509,342794.83,5271049.55,430.335,"Bromide, water, filtered, milligrams per liter",Bromide,,U,(mg/L),MERI,00109
L9014_3.0_20190627,L9014-3.0,2019-06-27,473426095052510,342794.05,5271050.17,430.344,"Bromide, water, filtered, milligrams per liter",Bromide,,U,(mg/L),MERI,00109
L9014_4.5_20190627,L9014-4.5,2019-06-27,473426095052511,342793.30,5271051.13,430.350,"Bromide, water, filtered, milligrams per liter",Bromide,,U,(mg/L),MERI,00109
L9017_1.3_20190627,L9017-1.3,2019-06-27,473425095052677,342760.39,5271035.11,430.055,"Bromide, water, filtered, milligrams per liter",Bromide,,U,(mg/L),MERI,00109
L9017_2.5_20190627,L9017-2.5,2019-06-27,473425095052687,342758.38,5271037.77,430.109,"Bromide, water, filtered, milligrams per liter",Bromide,,U,(mg/L),MERI,00109
L9017_3.7_20190627,L9017-3.7,2019-06-27,473425095052682,342759.47,5271036.87,430.055,"Bromide, water, filtered, milligrams per liter",Bromide,,U,(mg/L),MERI,00109
L310_1.5_20210416,L310-1.5,2021-04-16,,342605.76,5270952.42,433.453,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L310_4.5_20210312,L310-4.5,2021-03-12,,342604.47,5270953.06,433.572,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L310_4.5_20210318,L310-4.5,2021-03-18,,342604.47,5270953.06,433.572,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L310_4.5_20210404,L310-4.5,2021-04-04,,342604.47,5270953.06,433.572,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L310_4.5_20210411,L310-4.5,2021-04-11,,342604.47,5270953.06,433.572,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L310_4.5_20210416,L310-4.5,2021-04-16,,342604.47,5270953.06,433.572,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L310_4.5_20210422,L310-4.5,2021-04-22,,342604.47,5270953.06,433.572,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9014_1.5_20210416,L9014-1.5,2021-04-16,473426095052509,342794.83,5271049.55,430.335,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9014_3.0_20210404,L9014-3.0,2021-04-04,473426095052510,342794.05,5271050.17,430.344,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9014_3.0_20210411,L9014-3.0,2021-04-11,473426095052510,342794.05,5271050.17,430.344,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9014_3.0_20210416,L9014-3.0,2021-04-16,473426095052510,342794.05,5271050.17,430.344,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9014_3.0_20210429,L9014-3.0,2021-04-29,473426095052510,342794.05,5271050.17,430.344,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9014_4.5_20210312,L9014-4.5,2021-03-12,473426095052511,342793.30,5271051.13,430.350,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9014_4.5_20210318,L9014-4.5,2021-03-18,473426095052511,342793.30,5271051.13,430.350,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9014_4.5_20210325,L9014-4.5,2021-03-25,473426095052511,342793.30,5271051.13,430.350,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9014_4.5_20210404,L9014-4.5,2021-04-04,473426095052511,342793.30,5271051.13,430.350,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9014_4.5_20210411,L9014-4.5,2021-04-11,473426095052511,342793.30,5271051.13,430.350,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9014_4.5_20210416,L9014-4.5,2021-04-16,473426095052511,342793.30,5271051.13,430.350,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9014_4.5_20210422,L9014-4.5,2021-04-22,473426095052511,342793.30,5271051.13,430.350,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9014_4.5_20210429,L9014-4.5,2021-04-29,473426095052511,342793.30,5271051.13,430.350,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9017_1.3_20210312,L9017-1.3,2021-03-12,473425095052677,342760.39,5271035.11,430.055,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9017_1.3_20210318,L9017-1.3,2021-03-18,473425095052677,342760.39,5271035.11,430.055,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9017_1.3_20210404,L9017-1.3,2021-04-04,473425095052677,342760.39,5271035.11,430.055,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9017_1.3_20210416,L9017-1.3,2021-04-16,473425095052677,342760.39,5271035.11,430.055,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9017_1.3_20210411,L9017-1.3,2021-04-11,473425095052677,342760.39,5271035.11,430.055,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9017_2.5_20210312,L9017-2.5,2021-03-12,473425095052687,342758.38,5271037.77,430.109,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9017_2.5_20210318,L9017-2.5,2021-03-18,473425095052687,342758.38,5271037.77,430.109,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9017_2.5_20210325,L9017-2.5,2021-03-25,473425095052687,342758.38,5271037.77,430.109,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9017_2.5_20210404,L9017-2.5,2021-04-04,473425095052687,342758.38,5271037.77,430.109,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9017_2.5_20210416,L9017-2.5,2021-04-16,473425095052687,342758.38,5271037.77,430.109,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9017_2.5_20210429,L9017-2.5,2021-04-29,473425095052687,342758.38,5271037.77,430.109,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9017_3.7_20210312,L9017-3.7,2021-03-12,473425095052682,342759.47,5271036.87,430.055,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9017_3.7_20210318,L9017-3.7,2021-03-18,473425095052682,342759.47,5271036.87,430.055,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9017_3.7_20210404,L9017-3.7,2021-04-04,473425095052682,342759.47,5271036.87,430.055,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9017_3.7_20210411,L9017-3.7,2021-04-11,473425095052682,342759.47,5271036.87,430.055,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L9017_3.7_20210429,L9017-3.7,2021-04-29,473425095052682,342759.47,5271036.87,430.055,"Bromide, water, filtered, milligrams per liter",Bromide,0.747,LTMDL,(mg/L),MERI,00109
L310_1.5_20190628,L310-1.5,2019-06-28,,342605.76,5270952.42,433.453,"Nitrate, water, filtered, milligrams per liter",Nitrate,0.945,,(mg/L),MERI,00109
L9014_1.5_20190627,L9014-1.5,2019-06-27,473426095052509,342794.83,5271049.55,430.335,"Nitrate, water, filtered, milligrams per liter",Nitrate,0.722,LTMDL,(mg/L),MERI,00109
L9014_3.0_20190627,L9014-3.0,2019-06-27,473426095052510,342794.05,5271050.17,430.344,"Nitrate, water, filtered, milligrams per liter",Nitrate,0.722,LTMDL,(mg/L),MERI,00109
L9014_4.5_20190627,L9014-4.5,2019-06-27,473426095052511,342793.30,5271051.13,430.350,"Nitrate, water, filtered, milligrams per liter",Nitrate,0.742,,(mg/L),MERI,00109
L9017_1.3_20190627,L9017-1.3,2019-06-27,473425095052677,342760.39,5271035.11,430.055,"Nitrate, water, filtered, milligrams per liter",Nitrate,0.722,LTMDL,(mg/L),MERI,00109
L9017_2.5_20190627,L9017-2.5,2019-06-27,473425095052687,342758.38,5271037.77,430.109,"Nitrate, water, filtered, milligrams per liter",Nitrate,0.722,LTMDL,(mg/L),MERI,00109
L9017_3.7_20190627,L9017-3.7,2019-06-27,473425095052682,342759.47,5271036.87,430.055,"Nitrate, water, filtered, milligrams per liter",Nitrate,1.68,,(mg/L),MERI,00109
L310_1.5_20210312,L310-1.5,2021-03-12,,342605.76,5270952.42,433.453,"Nitrate, water, filtered, milligrams per liter",Nitrate,0.722,LTMDL,(mg/L),MERI,00109
L310_1.5_20210411,L310-1.5,2021-04-11,,342605.76,5270952.42,433.453,"Nitrate, water, filtered, milligrams per liter",Nitrate,1.14,,(mg/L),MERI,00109
L310_1.5_20210416,L310-1.5,2021-04-16,,342605.76,5270952.42,433.453,"Nitrate, water, filtered, milligrams per liter",Nitrate,0.722,LTMDL,(mg/L),MERI,00109
L310_1.5_20210422,L310-1.5,2021-04-22,,342605.76,5270952.42,433.453,"Nitrate, water, filtered, milligrams per liter",Nitrate,0.722,LTMDL,(mg/L),MERI,00109
L310_1.5_20210429,L310-1.5,2021-04-29,,342605.76,5270952.42,433.453,"Nitrate, water, filtered, milligrams per liter",Nitrate,0.722,LTMDL,(mg/L),MERI,00109
L310_4.5_20210312,L310-4.5,2021-03-12,,342604.47,5270953.06,433.572,"Nitrate, water, filtered, milligrams per liter",Nitrate,2.48,,(mg/L),MERI,00109
L310_4.5_20210318,L310-4.5,2021-03-18,,342604.47,5270953.06,433.572,"Nitrate, water, filtered, milligrams per liter",Nitrate,3.46,,(mg/L),MERI,00109
L310_4.5_20210325,L310-4.5,2021-03-25,,342604.47,5270953.06,433.572,"Nitrate, water, filtered, milligrams per liter",Nitrate,0.722,LTMDL,(mg/L),MERI,00109
L310_4.5_20210404,L310-4.5,2021-04-04,,342604.47,5270953.06,433.572,"Nitrate, water, filtered, milligrams per liter",Nitrate,2.07,,(mg/L),MERI,00109
L310_4.5_20210411,L310-4.5,2021-04-11,,342604.47,5270953.06,433.572,"Nitrate, water, filtered, milligrams per liter",Nitrate,2.26,,(mg/L),MERI,00109
L310_4.5_20210416,L310-4.5,2021-04-16,,342604.47,5270953.06,433.572,"Nitrate, water, filtered, milligrams per liter",Nitrate,2.33,,(mg/L),MERI,00109
L310_4.5_20210422,L310-4.5,2021-04-22,,342604.47,5270953.06,433.572,"Nitrate, water, filtered, milligrams per liter",Nitrate,2.22,,(mg/L),MERI,00109
L310_4.5_20210429,L310-4.5,2021-04-29,,342604.47,5270953.06,433.572,"Nitrate, water, filtered, milligrams per liter",Nitrate,2.23,,(mg/L),MERI,00109
L9014_1.5_20210325,L9014-1.5,2021-03-25,473426095052509,342794.83,5271049.55,430.335,"Nitrate, water, filtered, milligrams per liter",Nitrate,0.722,LTMDL,(mg/L),MERI,00109
L9014_1.5_20210416,L9014-1.5,2021-04-16,473426095052509,342794.83,5271049.55,430.335,"Nitrate, water, filtered, milligrams per liter",Nitrate,0.722,LTMDL,(mg/L),MERI,00109
L9014_1.5_20210422,L9014-1.5,2021-04-22,473426095052509,342794.83,5271049.55,430.335,"Nitrate, water, filtered, milligrams per liter",Nitrate,0.722,LTMDL,(mg/L),MERI,00109
L9014_1.5_20210429,L9014-1.5,2021-04-29,473426095052509,342794.83,5271049.55,430.335,"Nitrate, water, filtered, milligrams per liter",Nitrate,0.722,LTMDL,(mg/L),MERI,00109
L9014_3.0_20210404,L9014-3.0,2021-04-04,473426095052510,342794.05,5271050.17,430.344,"Nitrate, water, filtered, milligrams per liter",Nitrate,0.722,LTMDL,(mg/L),MERI,00109
L9014_3.0_20210411,L9014-3.0,2021-04-11,473426095052510,342794.05,5271050.17,430.344,"Nitrate, water, filtered, milligrams per liter",Nitrate,0.722,LTMDL,(mg/L),MERI,00109
