"#tblds_08_SedIronData.csv: Sediment iron concentrations (ferrous, ferric, and total) determined from sediment core samples collected at the National Crude Oil Spill Fate and Natural Attenuation Research Site near Bemidji, Minnesota, USA between 1992 and 2010.  Cores were collected by drilling to the top of the desired sample interval with a hollow-stem auger and then driving a wire-line piston core barrel containing a polycarbonate liner through the target sample interval. The bottom 10 centimeters of the core were frozen prior to extraction from the borehole to prevent fluid redistribution.",,,,,,,,,,,,,,,
"#Data code definitions: refer to the metadata file, HistoricalData_metadata.xml, provided with this data release (https://doi.org/10.5066/P9FJ8I0P) and the data dictionary tables available at https://doi.org/10.5066/F7736PDR.  NOTE: An ""x"" was prepended to the values in the LocalSiteName, parm_cd, and meth_cd fields to prevent automatic truncation of leading 0's in the field by software programs used to open .csv files. Users can format this field as text and then use a ""Find and Replace"" tool to remove the x's if so desired.",,,,,,,,,,,,,,,
dataset_id,LocalSiteName,OrigSiteName,sample_dt,Comments_sample_dt,medium_cd,TOC_mBLS,TOS_cmTOC,BOS_cmTOC,parm_cd,parm_shortname,remark_cd,result_va,meth_cd,pub,Comments
ds_08,x0801-2,802,7/23/2008,,SC,8.69,80,90,xLO047,Fe_T_umolG,,37.8,xLC001,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_08,x0912,912,8/14/2009,,SC,9.08,80,100,xLO047,Fe_T_umolG,,39.24,xLC001,not previously published,
ds_08,x0912,912,8/14/2009,,SC,9.08,100,120,xLO047,Fe_T_umolG,,53.94,xLC001,not previously published,
ds_08,x0913,913,8/14/2009,,SC,9.45,80,100,xLO044,Fe_2_umolG,,27.99,xLC002,not previously published,
ds_08,x0913,913,8/14/2009,,SC,9.45,20,30,xLO044,Fe_2_umolG,,31.4,xLC002,not previously published,
ds_08,x0913,913,8/14/2009,,SC,9.45,50,60,xLO044,Fe_2_umolG,,27.32,xLC002,not previously published,
ds_08,x0913,913,8/14/2009,,SC,9.45,80,100,xLO044,Fe_2_umolG,,29.22,xLC002,not previously published,
ds_08,x0913,913,8/14/2009,,SC,9.45,80,100,xLO045,Fe_3_umolG,,4.25,xLC003,not previously published,
ds_08,x0913,913,8/14/2009,,SC,9.45,20,30,xLO045,Fe_3_umolG,,11.08,xLC003,not previously published,
ds_08,x0913,913,8/14/2009,,SC,9.45,50,60,xLO045,Fe_3_umolG,,9.82,xLC003,not previously published,
ds_08,x0913,913,8/14/2009,,SC,9.45,80,100,xLO045,Fe_3_umolG,,15.13,xLC003,not previously published,
ds_08,x0913,913,8/14/2009,,SC,9.45,80,100,xLO047,Fe_T_umolG,,32.24,xLC001,not previously published,
ds_08,x0913,913,8/14/2009,,SC,9.45,20,30,xLO047,Fe_T_umolG,,42.47,xLC001,not previously published,
ds_08,x0913,913,8/14/2009,,SC,9.45,50,60,xLO047,Fe_T_umolG,,37.14,xLC001,not previously published,
ds_08,x0913,913,8/14/2009,,SC,9.45,80,100,xLO047,Fe_T_umolG,,44.35,xLC001,not previously published,
ds_08,x0929,929,8/18/2009,,SC,9.08,90,100,xLO044,Fe_2_umolG,,11.78,xLC002,not previously published,
ds_08,x0929,929,8/18/2009,,SC,9.08,90,100,xLO045,Fe_3_umolG,,8.99,xLC003,not previously published,
ds_08,x0929,929,8/18/2009,,SC,9.08,90,100,xLO047,Fe_T_umolG,,20.77,xLC001,not previously published,
ds_08,x0105,105,7/20/2001,,SC,8.05,35,49,xLO044,Fe_2_umolG,,0.91,xLC002,not previously published,
ds_08,x1001B,1001,5/25/2010,"Core 1001 taken 5/25/10, well completed 5/26/10",SC,10.36,90,105,xLO047,Fe_T_umolG,,6.68,xLC001,not previously published,
ds_08,x1001B,1001,5/25/2010,"Core 1001 taken 5/25/10, well completed 5/26/10",SC,10.36,45,60,xLO047,Fe_T_umolG,,7.08,xLC001,not previously published,
ds_08,x1001B,1001,5/25/2010,"Core 1001 taken 5/25/10, well completed 5/26/10",SC,10.36,60,75,xLO047,Fe_T_umolG,,11.15,xLC001,not previously published,
ds_08,x1001B,1001,5/25/2010,"Core 1001 taken 5/25/10, well completed 5/26/10",SC,10.36,75,90,xLO047,Fe_T_umolG,,10.68,xLC001,not previously published,
ds_08,x310F,310,9/17/1992,,SC,8.53,6.096,14.0208,xLO047,Fe_T_umolG,,38.05,xLC001,not previously published,
ds_08,x532H,532H,9/18/1992,,SC,8.69,60.96,76.2,xLO047,Fe_T_umolG,,42.16,xLC001,not previously published,The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x532H,532H,9/18/1992,,SC,8.69,0,15.24,xLO047,Fe_T_umolG,,31.81,xLC001,not previously published,The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x532H,532H,9/18/1992,,SC,8.69,30.48,45.72,xLO047,Fe_T_umolG,,34.85,xLC001,not previously published,The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9205A,205,9/18/1992,,SC,8.99,82.296,97.536,xLO047,Fe_T_umolG,,31.79,xLC001,not previously published,
ds_08,x9205A,205,9/18/1992,,SC,8.99,21.336,36.576,xLO047,Fe_T_umolG,,41.71,xLC001,not previously published,
ds_08,x9205A,205,9/18/1992,,SC,8.99,51.816,67.056,xLO047,Fe_T_umolG,,38.72,xLC001,not previously published,
ds_08,x9317A,9317A,7/6/1993,,SC,7.32,15,30,xLO047,Fe_T_umolG,,21.32,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9317A,9317A,7/6/1993,,SC,7.32,30,45,xLO047,Fe_T_umolG,,23.56,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9317A,9317A,7/6/1993,,SC,7.32,45,60,xLO047,Fe_T_umolG,,28.72,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9317A,9317A,7/6/1993,,SC,7.32,60,75,xLO047,Fe_T_umolG,,21.87,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9317A,9317A,7/6/1993,,SC,7.32,75,90,xLO047,Fe_T_umolG,,22.31,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9317A,9317A,7/6/1993,,SC,7.32,90,105,xLO047,Fe_T_umolG,,33.33,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9317A,9317A,7/6/1993,,SC,7.32,105,120,xLO047,Fe_T_umolG,,44.07,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9317A,9317A,7/6/1993,,SC,7.32,120,145,xLO047,Fe_T_umolG,,26.73,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9317A,9317A,7/6/1993,,SC,7.32,120,145,xLO047,Fe_T_umolG,,27.8,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9317A,9317A,7/6/1993,,SC,7.32,150,155,xLO047,Fe_T_umolG,,34.02,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9318,9318A-I,7/8/1993,,SC,9.14,0,15,xLO047,Fe_T_umolG,,46.34,xLC001,"Amos, R.T., Bekins, B.A., Cozzarelli, I.M., Voytek, M.A., Kirshtein, J.D., Jones, E.J.P., Jones, and Blowes, D.W., 2012, Evidence for iron-mediated anaerobic axidation in a crude oil-contaminated aquifer: Geobiology, v. 10, pp. 506-515.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9318,9318A-I,7/8/1993,,SC,9.14,15,30,xLO047,Fe_T_umolG,,33.34,xLC001,"Amos, R.T., Bekins, B.A., Cozzarelli, I.M., Voytek, M.A., Kirshtein, J.D., Jones, E.J.P., Jones, and Blowes, D.W., 2012, Evidence for iron-mediated anaerobic axidation in a crude oil-contaminated aquifer: Geobiology, v. 10, pp. 506-515.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9318,9318A-I,7/8/1993,,SC,9.14,40,65,xLO047,Fe_T_umolG,,25.33,xLC001,"Amos, R.T., Bekins, B.A., Cozzarelli, I.M., Voytek, M.A., Kirshtein, J.D., Jones, E.J.P., Jones, and Blowes, D.W., 2012, Evidence for iron-mediated anaerobic axidation in a crude oil-contaminated aquifer: Geobiology, v. 10, pp. 506-515.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9318,9318A-I,7/8/1993,,SC,9.14,75,90,xLO047,Fe_T_umolG,,29.39,xLC001,"Amos, R.T., Bekins, B.A., Cozzarelli, I.M., Voytek, M.A., Kirshtein, J.D., Jones, E.J.P., Jones, and Blowes, D.W., 2012, Evidence for iron-mediated anaerobic axidation in a crude oil-contaminated aquifer: Geobiology, v. 10, pp. 506-515.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9318,9318A-I,7/8/1993,,SC,9.14,105,120,xLO047,Fe_T_umolG,,36.81,xLC001,"Amos, R.T., Bekins, B.A., Cozzarelli, I.M., Voytek, M.A., Kirshtein, J.D., Jones, E.J.P., Jones, and Blowes, D.W., 2012, Evidence for iron-mediated anaerobic axidation in a crude oil-contaminated aquifer: Geobiology, v. 10, pp. 506-515.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9318,9318A-II,7/8/1993,,SC,10.76,0,15,xLO047,Fe_T_umolG,,38.31,xLC001,"Amos, R.T., Bekins, B.A., Cozzarelli, I.M., Voytek, M.A., Kirshtein, J.D., Jones, E.J.P., Jones, and Blowes, D.W., 2012, Evidence for iron-mediated anaerobic axidation in a crude oil-contaminated aquifer: Geobiology, v. 10, pp. 506-515.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9318,9318A-II,7/8/1993,,SC,10.76,15,30,xLO047,Fe_T_umolG,,42.21,xLC001,"Amos, R.T., Bekins, B.A., Cozzarelli, I.M., Voytek, M.A., Kirshtein, J.D., Jones, E.J.P., Jones, and Blowes, D.W., 2012, Evidence for iron-mediated anaerobic axidation in a crude oil-contaminated aquifer: Geobiology, v. 10, pp. 506-515.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9318,9318A-II,7/8/1993,,SC,10.76,90,105,xLO047,Fe_T_umolG,,37.13,xLC001,"Amos, R.T., Bekins, B.A., Cozzarelli, I.M., Voytek, M.A., Kirshtein, J.D., Jones, E.J.P., Jones, and Blowes, D.W., 2012, Evidence for iron-mediated anaerobic axidation in a crude oil-contaminated aquifer: Geobiology, v. 10, pp. 506-515.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9318,9318A-II,7/8/1993,,SC,10.76,105,120,xLO047,Fe_T_umolG,,71.66,xLC001,"Amos, R.T., Bekins, B.A., Cozzarelli, I.M., Voytek, M.A., Kirshtein, J.D., Jones, E.J.P., Jones, and Blowes, D.W., 2012, Evidence for iron-mediated anaerobic axidation in a crude oil-contaminated aquifer: Geobiology, v. 10, pp. 506-515.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9318,9318A-II,7/8/1993,,SC,10.76,120,135,xLO047,Fe_T_umolG,,84.07,xLC001,"Amos, R.T., Bekins, B.A., Cozzarelli, I.M., Voytek, M.A., Kirshtein, J.D., Jones, E.J.P., Jones, and Blowes, D.W., 2012, Evidence for iron-mediated anaerobic axidation in a crude oil-contaminated aquifer: Geobiology, v. 10, pp. 506-515.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9319,9319,7/9/1993,,SC,9.14,0,15,xLO047,Fe_T_umolG,,69.37,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9319,9319,7/9/1993,,SC,9.14,15,30,xLO047,Fe_T_umolG,,57.03,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9319,9319,7/9/1993,,SC,9.14,30,45,xLO047,Fe_T_umolG,,55.78,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9319,9319,7/9/1993,,SC,9.14,40,68,xLO047,Fe_T_umolG,,58.35,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9319,9319,7/9/1993,,SC,9.14,68,83,xLO047,Fe_T_umolG,,110.93,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9319,9319,7/9/1993,,SC,9.14,83,98,xLO047,Fe_T_umolG,,36.27,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9319,9319,7/9/1993,,SC,9.14,93,111,xLO047,Fe_T_umolG,,45.11,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9320A,9320A,7/10/1993,,SC,8.84,0,15,xLO047,Fe_T_umolG,,41.88,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9320A,9320A,7/10/1993,,SC,8.84,15,30,xLO047,Fe_T_umolG,,64.02,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9320A,9320A,7/10/1993,,SC,8.84,30,45,xLO047,Fe_T_umolG,,26.53,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9320A,9320A,7/10/1993,,SC,8.84,45,60,xLO047,Fe_T_umolG,,30.59,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9320A,9320A,7/10/1993,,SC,8.84,60,75,xLO047,Fe_T_umolG,,33.63,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9320A,9320A,7/10/1993,,SC,8.84,75,90,xLO047,Fe_T_umolG,,37.75,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9320A,9320A,7/10/1993,,SC,8.84,90,105,xLO047,Fe_T_umolG,,30.46,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9320A,9320A,7/10/1993,,SC,8.84,105,120,xLO047,Fe_T_umolG,,31.93,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9320A,9320A,7/10/1993,,SC,8.84,120,135,xLO047,Fe_T_umolG,,30.56,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9320A,9320A,7/10/1993,,SC,8.84,135,150,xLO047,Fe_T_umolG,,35.89,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9320A,9320A,7/10/1993,,SC,8.84,150,165,xLO047,Fe_T_umolG,,30.74,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9320A,9320A,7/10/1993,,SC,8.84,165,180,xLO047,Fe_T_umolG,,32.33,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9320A,9320A,7/10/1993,,SC,8.84,180,195,xLO047,Fe_T_umolG,,32.39,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9320A,9320A,7/10/1993,,SC,8.84,195,210,xLO047,Fe_T_umolG,,38.83,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9322A,9322A,7/13/1993,,SC,8.84,0,15,xLO047,Fe_T_umolG,,31.46,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9322A,9322A,7/13/1993,,SC,8.84,15,30,xLO047,Fe_T_umolG,,52.13,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9322A,9322A,7/13/1993,,SC,8.84,45,60,xLO047,Fe_T_umolG,,36.2,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9322A,9322A,7/13/1993,,SC,8.84,75,90,xLO047,Fe_T_umolG,,34.15,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9322A,9322A,7/13/1993,,SC,8.84,90,105,xLO047,Fe_T_umolG,,29.39,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9322A,9322A,7/13/1993,,SC,8.84,105,120,xLO047,Fe_T_umolG,,26.61,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9322A,9322A,7/13/1993,,SC,8.84,120,135,xLO047,Fe_T_umolG,,29.18,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
ds_08,x9322A,9322A,7/13/1993,,SC,8.84,120,135,xLO047,Fe_T_umolG,,30.1,xLC001,"Cozzarelli, I.M., Bekins, B.A., Baedecker, M.J., Aiken, G.R., Eaganhouse, R.P., and Tuccillo, M.E., 2001, Progression of natural attenuation processes at a crude-oil spill site--I. Geochemical evolution of the plume: Journal of Contaminant Hydrology, v. 53, pp. 369-385.",The base of the sample's depth is used as the center of the sample depth to remain consistent with orginal file notes.
