Core_Sample,Distance_From_421,Elevation,Collection_Date,Extraction_Phase,Extract_Volume,Sediment_Mass,Analyte,Observed_Property,Qualifier_Code,Reported_Value,Units,Method
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,As,Concentration of arsenic in the sediment extract representing elements bound to carbonates,LT,50.0,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,B,Concentration of boron in the sediment extract representing elements bound to carbonates,LT,20.0,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,Ba,Concentration of barium in the sediment extract representing elements bound to carbonates,i,305,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,Be,Concentration of beryllium in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,Ca,Concentration of calcium in the sediment extract representing elements bound to carbonates,,678,mg/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,Cd,Concentration of cadmium in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,Ce,Concentration of cerium in the sediment extract representing elements bound to carbonates,i,91.3,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,Co,Concentration of cobalt in the sediment extract representing elements bound to carbonates,,11.9,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,Cr,Concentration of chromium in the sediment extract representing elements bound to carbonates,,9.54,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,Cu,Concentration of copper in the sediment extract representing elements bound to carbonates,,41.2,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,Fe,Concentration of iron in the sediment extract representing elements bound to carbonates,,8570,ug/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,K,Concentration of potassium in the sediment extract representing elements bound to carbonates,,4.56,mg/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,La,Concentration of lanthanum in the sediment extract representing elements bound to carbonates,i,47.4,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,Li,Concentration of lithium in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,Mg,Concentration of magnesium in the sediment extract representing elements bound to carbonates,,58.5,mg/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,Mn,Concentration of manganese in the sediment extract representing elements bound to carbonates,,2430,ug/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,Mo,Concentration of molybdenum in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,Na,Concentration of sodium in the sediment extract representing elements bound to carbonates,ND,,,
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,Ni,Concentration of nickel in the sediment extract representing elements bound to carbonates,,28.3,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,Pb,Concentration of lead in the sediment extract representing elements bound to carbonates,,16.9,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,Rb,Concentration of rubidium in the sediment extract representing elements bound to carbonates,LT,20.0,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,Sb,Concentration of antimony in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,Se,Concentration of selenium in the sediment extract representing elements bound to carbonates,LT,10.0,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,Si,Concentration of silicon in the sediment extract representing elements bound to carbonates,LT,2.47,mg/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,Sr,Concentration of strontium in the sediment extract representing elements bound to carbonates,,598,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,Tl,Concentration of thallium in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,U,Concentration of uranium in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Elements bound to carbonates,0.009,0.500,Zn,Concentration of zinc in the sediment extract representing elements bound to carbonates,,35.8,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,Ag,Concentration of silver in the sediment extract representing surface exchangeable ions,ND,,,
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,Al,Concentration of aluminum in the sediment extract representing surface exchangeable ions,LT,4880,ug/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,As,Concentration of arsenic in the sediment extract representing surface exchangeable ions,ND,,,
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,B,Concentration of boron in the sediment extract representing surface exchangeable ions,LT,1950,ug/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,Ba,Concentration of barium in the sediment extract representing surface exchangeable ions,LT,1950,ug/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,Be,Concentration of beryllium in the sediment extract representing surface exchangeable ions,ND,,,
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,Ca,Concentration of calcium in the sediment extract representing surface exchangeable ions,,63.0,mg/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,Cd,Concentration of cadmium in the sediment extract representing surface exchangeable ions,ND,,,
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,Ce,Concentration of cerium in the sediment extract representing surface exchangeable ions,ND,,,
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,Co,Concentration of cobalt in the sediment extract representing surface exchangeable ions,ND,,,
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,Cr,Concentration of chromium in the sediment extract representing surface exchangeable ions,ND,,,
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,Cu,Concentration of copper in the sediment extract representing surface exchangeable ions,LT,1950,ug/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,Fe,Concentration of iron in the sediment extract representing surface exchangeable ions,LT,976,ug/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,K,Concentration of potassium in the sediment extract representing surface exchangeable ions,LT,2.44,mg/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,La,Concentration of lanthanum in the sediment extract representing surface exchangeable ions,ND,,,
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,Li,Concentration of lithium in the sediment extract representing surface exchangeable ions,LT,488,ug/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,Mg,Concentration of magnesium in the sediment extract representing surface exchangeable ions,ND,,,
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,Mn,Concentration of manganese in the sediment extract representing surface exchangeable ions,LT,976,ug/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,Mo,Concentration of molybdenum in the sediment extract representing surface exchangeable ions,ND,,,
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,Na,Concentration of sodium in the sediment extract representing surface exchangeable ions,LT,4.88,mg/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,Ni,Concentration of nickel in the sediment extract representing surface exchangeable ions,ND,,,
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,Pb,Concentration of lead in the sediment extract representing surface exchangeable ions,ND,,,
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,Rb,Concentration of rubidium in the sediment extract representing surface exchangeable ions,ND,,,
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,Sb,Concentration of antimony in the sediment extract representing surface exchangeable ions,ND,,,
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,Se,Concentration of selenium in the sediment extract representing surface exchangeable ions,ND,,,
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,Si,Concentration of silicon in the sediment extract representing surface exchangeable ions,LT,2.44,mg/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,Sr,Concentration of strontium in the sediment extract representing surface exchangeable ions,LT,2440,ug/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,Tl,Concentration of thallium in the sediment extract representing surface exchangeable ions,ND,,,
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,U,Concentration of uranium in the sediment extract representing surface exchangeable ions,ND,,,
1521-65,48.40,422.82,2015-08-17,Surface exchangeable ions,0.009,0.500,Zn,Concentration of zinc in the sediment extract representing surface exchangeable ions,LT,1950,ug/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,Ag,Concentration of silver in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,Al,Concentration of aluminum in the sediment extract representing organic bound elements,LT,4950,ug/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,As,Concentration of arsenic in the sediment extract representing organic bound elements,LT,50.0,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,B,Concentration of boron in the sediment extract representing organic bound elements,,56.2,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,Ba,Concentration of barium in the sediment extract representing organic bound elements,i,93.4,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,Be,Concentration of beryllium in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,Ca,Concentration of calcium in the sediment extract representing organic bound elements,,18.3,mg/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,Cd,Concentration of cadmium in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,Ce,Concentration of cerium in the sediment extract representing organic bound elements,i,27.6,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,Co,Concentration of cobalt in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,Cr,Concentration of chromium in the sediment extract representing organic bound elements,,14.7,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,Cu,Concentration of copper in the sediment extract representing organic bound elements,,7.74,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,Fe,Concentration of iron in the sediment extract representing organic bound elements,,869,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,K,Concentration of potassium in the sediment extract representing organic bound elements,LT,2.47,mg/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,La,Concentration of lanthanum in the sediment extract representing organic bound elements,i,30.2,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,Li,Concentration of lithium in the sediment extract representing organic bound elements,,7.96,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,Mg,Concentration of magnesium in the sediment extract representing organic bound elements,,7.37,mg/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,Mn,Concentration of manganese in the sediment extract representing organic bound elements,,130,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,Mo,Concentration of molybdenum in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,Na,Concentration of sodium in the sediment extract representing organic bound elements,,5.24,mg/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,Ni,Concentration of nickel in the sediment extract representing organic bound elements,,11.4,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,Pb,Concentration of lead in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,Rb,Concentration of rubidium in the sediment extract representing organic bound elements,LT,20.0,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,Sb,Concentration of antimony in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,Se,Concentration of selenium in the sediment extract representing organic bound elements,LT,10.0,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,Si,Concentration of silicon in the sediment extract representing organic bound elements,,6.23,mg/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,Sr,Concentration of strontium in the sediment extract representing organic bound elements,,48.5,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,Tl,Concentration of thallium in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,U,Concentration of uranium in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Organic bound elements,0.015,0.500,Zn,Concentration of zinc in the sediment extract representing organic bound elements,,69.4,ug/L,ICP-MS
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Ag,Concentration of silver in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Al,Concentration of aluminum in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,5030,ug/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,As,Concentration of arsenic in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,B,Concentration of boron in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,2010,ug/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Ba,Concentration of barium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,2010,ug/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Be,Concentration of beryllium in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Ca,Concentration of calcium in the sediment extract representing elements bound to reducible oxides and hydroxides,,373,mg/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Cd,Concentration of cadmium in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Ce,Concentration of cerium in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Co,Concentration of cobalt in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Cr,Concentration of chromium in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Cu,Concentration of copper in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,2010,ug/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Fe,Concentration of iron in the sediment extract representing elements bound to reducible oxides and hydroxides,,37900,ug/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,K,Concentration of potassium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,2.51,mg/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,La,Concentration of lanthanum in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Li,Concentration of lithium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,503,ug/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Mg,Concentration of magnesium in the sediment extract representing elements bound to reducible oxides and hydroxides,,195,mg/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Mn,Concentration of manganese in the sediment extract representing elements bound to reducible oxides and hydroxides,,2030,ug/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Mo,Concentration of molybdenum in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Na,Concentration of sodium in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Ni,Concentration of nickel in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Pb,Concentration of lead in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Rb,Concentration of rubidium in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Sb,Concentration of antimony in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Se,Concentration of selenium in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Si,Concentration of silicon in the sediment extract representing elements bound to reducible oxides and hydroxides,,8.25,mg/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Sr,Concentration of strontium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,2510,ug/L,ICP-OES
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Tl,Concentration of thallium in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,U,Concentration of uranium in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1521-65,48.40,422.82,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Zn,Concentration of zinc in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,2010,ug/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,Ag,Concentration of silver in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,Al,Concentration of aluminum in the sediment extract representing elements bound to carbonates,,296,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,As,Concentration of arsenic in the sediment extract representing elements bound to carbonates,LT,50.0,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,B,Concentration of boron in the sediment extract representing elements bound to carbonates,LT,20.0,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,Ba,Concentration of barium in the sediment extract representing elements bound to carbonates,i,275,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,Be,Concentration of beryllium in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,Ca,Concentration of calcium in the sediment extract representing elements bound to carbonates,,668,mg/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,Cd,Concentration of cadmium in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,Ce,Concentration of cerium in the sediment extract representing elements bound to carbonates,i,65.5,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,Co,Concentration of cobalt in the sediment extract representing elements bound to carbonates,,8.74,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,Cr,Concentration of chromium in the sediment extract representing elements bound to carbonates,,9.63,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,Cu,Concentration of copper in the sediment extract representing elements bound to carbonates,,44.8,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,Fe,Concentration of iron in the sediment extract representing elements bound to carbonates,,6980,ug/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,K,Concentration of potassium in the sediment extract representing elements bound to carbonates,,5.73,mg/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,La,Concentration of lanthanum in the sediment extract representing elements bound to carbonates,i,39.9,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,Li,Concentration of lithium in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,Mg,Concentration of magnesium in the sediment extract representing elements bound to carbonates,,55.2,mg/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,Mn,Concentration of manganese in the sediment extract representing elements bound to carbonates,,1750,ug/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,Mo,Concentration of molybdenum in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,Na,Concentration of sodium in the sediment extract representing elements bound to carbonates,ND,,,
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,Ni,Concentration of nickel in the sediment extract representing elements bound to carbonates,,22.5,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,Pb,Concentration of lead in the sediment extract representing elements bound to carbonates,,16.0,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,Rb,Concentration of rubidium in the sediment extract representing elements bound to carbonates,LT,20.0,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,Sb,Concentration of antimony in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,Se,Concentration of selenium in the sediment extract representing elements bound to carbonates,LT,10.0,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,Si,Concentration of silicon in the sediment extract representing elements bound to carbonates,LT,2.47,mg/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,Sr,Concentration of strontium in the sediment extract representing elements bound to carbonates,,562,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,Tl,Concentration of thallium in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,U,Concentration of uranium in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to carbonates,0.009,0.500,Zn,Concentration of zinc in the sediment extract representing elements bound to carbonates,,31.4,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,Ag,Concentration of silver in the sediment extract representing surface exchangeable ions,ND,,,
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,Al,Concentration of aluminum in the sediment extract representing surface exchangeable ions,LT,4880,ug/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,As,Concentration of arsenic in the sediment extract representing surface exchangeable ions,ND,,,
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,B,Concentration of boron in the sediment extract representing surface exchangeable ions,LT,1950,ug/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,Ba,Concentration of barium in the sediment extract representing surface exchangeable ions,LT,1950,ug/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,Be,Concentration of beryllium in the sediment extract representing surface exchangeable ions,ND,,,
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,Ca,Concentration of calcium in the sediment extract representing surface exchangeable ions,,63.0,mg/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,Cd,Concentration of cadmium in the sediment extract representing surface exchangeable ions,ND,,,
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,Ce,Concentration of cerium in the sediment extract representing surface exchangeable ions,ND,,,
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,Co,Concentration of cobalt in the sediment extract representing surface exchangeable ions,ND,,,
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,Cr,Concentration of chromium in the sediment extract representing surface exchangeable ions,ND,,,
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,Cu,Concentration of copper in the sediment extract representing surface exchangeable ions,LT,1950,ug/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,Fe,Concentration of iron in the sediment extract representing surface exchangeable ions,LT,976,ug/L,ICP-OES
