std_name, run_num,analysis_date,Dibenzothiophene_A,Dibenzothiophene_H,Phenanthrene_A,Phenanthrene_H,3-methylphenanthrene_A,3-methylphenanthrene_H,2-methylphenanthrene_A,2-methylphenanthrene_H,9-methylphenanthrene_A,9-methylphenanthrene_H,1-methylphenanthrene_A,1-methylphenanthrene_H,C20 Triaromatic Steroid_A,C20 Triaromatic Steroid_H,C21 Triaromatic Steroid_A,C21 Triaromatic Steroid_H,C26 20S Triaromatic Steroid_A,C26 20S Triaromatic Steroid_H,C26 20R+C27 20S Triaromatic Steroid_A,C26 20R+C27 20S Triaromatic Steroid_H,C28 20S Triaromatic Steroid_A,C28 20S Triaromatic Steroid_H,C27 20R Triaromatic Steroid_A,C27 20R Triaromatic Steroid_H,C28 20R Triaromatic Steroid_A,C28 20R Triaromatic Steroid_H,DBTPhen_A,DBTPhen_H,F1_A,F1_H,F2_A,F2_H,MPI1_A,MPI1_H,TRIOCR_A,TRIOCR_H,TRIOCR1_A,TRIOCR1_H,TRIOCR2_A,TRIOCR2_H,C19 Tricyclic Terpane_A,C19 Tricyclic Terpane_H,C20 Tricyclic Terpane_A,C20 Tricyclic Terpane_H,C21 Tricyclic Terpane_A,C21 Tricyclic Terpane_H,C22 Tricyclic Terpane_A,C22 Tricyclic Terpane_H,C23 Tricyclic Terpane_A,C23 Tricyclic Terpane_H,C24 Tricyclic Terpane_A,C24 Tricyclic Terpane_H,C25 22S Tricyclic Terpane_A,C25 22S Tricyclic Terpane_H,C25 22R Tricyclic Terpane_A,C25 22R Tricyclic Terpane_H,C24 Tetracyclic Terpane_A,C24 Tetracyclic Terpane_H,C26 22S Tricyclic Terpane_A,C26 22S Tricyclic Terpane_H,C26 22R Tricyclic Terpane_A,C26 22R Tricyclic Terpane_H,C28 22S Tricyclic Terpane_A,C28 22S Tricyclic Terpane_H,C28 22R Tricyclic Terpane_A,C28 22R Tricyclic Terpane_H,C29 22S Tricyclic Terpane_A,C29 22S Tricyclic Terpane_H,C29 22R Tricyclic Terpane_A,C29 22R Tricyclic Terpane_H,C27 18a Trisnorneohopane_A,C27 18a Trisnorneohopane_H,C27 17a Trisnorhopane_A,C27 17a Trisnorhopane_H,C30 22S Tricyclic Terpane_A,C30 22S Tricyclic Terpane_H,C30 22R Tricyclic Terpane_A,C30 22R Tricyclic Terpane_H,C28 Bisnorhopane_A,C28 Bisnorhopane_H,C29 Norhopane_A,C29 Norhopane_H,C29 18a Neonorhopane_A,C29 18a Neonorhopane_H,C30 Diahopane_A,C30 Diahopane_H,C29 17B21a Normoretane_A,C29 17B21a Normoretane_H,C30 Oleanane_A,C30 Oleanane_H,C30 Hopane_A,C30 Hopane_H,C30 17B21a Moretane_A,C30 17B21a Moretane_H,C31 22S Hopane_A,C31 22S Hopane_H,C31 22R Hopane_A,C31 22R Hopane_H,C30 Gammacerane_A,C30 Gammacerane_H,C32 22S Hopane_A,C32 22S Hopane_H,C32 22R Hopane_A,C32 22R Hopane_H,C33 22S Hopane_A,C33 22S Hopane_H,C33 22R Hopane_A,C33 22R Hopane_H,C34 22S Hopane_A,C34 22S Hopane_H,C34 22R Hopane_A,C34 22R Hopane_H,C35 22S Hopane_A,C35 22S Hopane_H,C35 22R Hopane_A,C35 22R Hopane_H,Pregnane_A,Pregnane_H,Homopregnane_A,Homopregnane_H,C27 20S Ba Diasterane_A,C27 20S Ba Diasterane_H,C27 20R Ba Diasterane_A,C27 20R Ba Diasterane_H,C27 20R aaa Sterane_A,C27 20R aaa Sterane_H,C28 20R aaa Sterane_A,C28 20R aaa Sterane_H,C29 20S aaa Sterane_A,C29 20S aaa Sterane_H,C29 20R aBB Sterane_A,C29 20R aBB Sterane_H,C29 20S aBB Sterane_A,C29 20S aBB Sterane_H,C29 20R aaa Sterane_A,C29 20R aaa Sterane_H,C30 20R aaa Sterane_A,C30 20R aaa Sterane_H,Pristane_A,Pristane_H,BISHOP_A,BISHOP_H,C19C23_A,C19C23_H,C22C21_A,C22C21_H,C24C23_A,C24C23_H,C26C25_A,C26C25_H,C26TET_A,C26TET_H,C27STER_A,C27STER_H,C28STER_A,C28STER_H,C29BBAA_A,C29BBAA_H,C29SR_A,C29SR_H,C29STER_A,C29STER_H,C31HSR_A,C31HSR_H,C31RH_A,C31RH_H,C32HSR_A,C32HSR_H,C35C34_A,C35C34_H,C35HOP_A,C35HOP_H,DIAREG_A,DIAREG_H,GAC31R_A,GAC31R_H,GAMHOP_A,GAMHOP_H,MORHOP_A,MORHOP_H,NEONOR_A,NEONOR_H,NORHOP_A,NORHOP_H,OLHOP_A,OLHOP_H,PREGC27_A,PREGC27_H,S1S6_A,S1S6_H,TETC23_A,TETC23_H,TRIHOP_A,TRIHOP_H,TSTM_A,TSTM_H,XH_A,XH_H
NSO-1,22,3/31/2021,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,190116.11,65355.96,210900.62,70349.85,220905.11,71144.76,647012.14,187106.12,435556.89,97366.43,333097.35,93546.01,327399.31,94000.01,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,0.17,0.2,0.2,0.25,0.2,0.25,93273.18,14228.3,93825.85,12441.01,103677.02,23431.24,99182.26,13482.82,270277.97,60256.45,132775.1,28484.94,56584.19,12624.03,76763.98,15372.7,128868.5,34103.12,68034.99,12850.66,82297.31,14901.65,86885.88,19241.91,61203.33,15035.67,73365.77,15967.97,129759.9,31249.22,371053.35,89597.21,251305.73,62151.65,94990.92,21928.54,52306.21,15072.99,736975.34,117924.41,807414.58,179316.37,332769.18,88422.97,227827.16,46375.81,323976.16,60172.47,33299.53,5846.61,2135497.66,494017.93,182719.73,47911.83,709628.16,175269.29,486100.42,127264.49,57194.83,13585.6,459755.41,110465.2,340133.3,77296.26,370566.6,76187.31,235278.66,45182.22,218743.05,36424.72,134804.51,20404.86,160739.47,25367.72,102793.94,15176.4,294921.45,65681.89,230352.29,34082,613831.76,136833.89,360576.57,80475.09,268916.6,51864.02,272657.77,36403.52,350176.03,56364.99,496043.53,78777.37,405284.96,63997.36,257998.33,51546.46,153983.41,22200.01,Not Detected,Not Detected,0.35,0.24,0.35,0.24,0.96,0.58,0.49,0.47,1.13,0.99,1.17,0.81,0.34,0.37,0.34,0.26,0.66,0.6,0.58,0.52,0.32,0.37,0.59,0.58,0.23,0.26,0.57,0.59,0.73,0.7,0.08,0.06,2.38,2.65,0.12,0.11,0.03,0.03,0.17,0.16,0.41,0.49,0.38,0.36,0.02,0.01,1.1,1.27,2.28,2.64,0.48,0.57,0.13,0.12,1.48,1.44,0.11,0.09
NSO-1,23,4/1/2021,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,119050.14,40980.55,133779.59,45201.95,136869.04,43914.34,408505.16,117917.27,272517.73,62283.25,208027.01,57638.79,203955.36,60933,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,0.17,0.2,0.2,0.25,0.21,0.25,75214.85,11438.2,72559.44,9925.94,82927.78,18844.36,66940.16,8679.32,195146.24,44604.65,99169.95,24533.9,45166.45,11198.26,59492.75,12529.83,103580.37,25354.61,51594.71,10498.42,63319.4,11433.01,70603.58,15814.62,48362.82,12024.03,58875.56,13879.99,105117.33,25094.92,293594.79,74402.37,216632.87,54392.21,74035.37,17370.47,59042.32,13736.9,558025.98,91691.25,655986.54,161988.99,274462.86,73881.64,194555.74,37333.49,241706.43,42008.33,25450.18,4874.86,1747124.48,411443.05,154204.66,40471.78,596377.38,148516.26,408999.96,102113.64,45059.85,11854.25,387409.16,96562.41,287967.89,67349.06,328996.23,63746.93,214897.66,40552.76,192720.71,35306.54,120281.12,20417.97,155216.76,25710.99,101676.51,15715.11,229886.2,52816.57,182501.84,27820.75,470675.95,108910.44,284064.06,67920.5,153068.31,35479.07,171507.32,25144.13,282847.73,40369.69,356120.13,61682.12,307944.51,49799.17,202178.53,39660.87,109640.85,18223.97,Not Detected,Not Detected,0.32,0.22,0.39,0.26,0.81,0.46,0.51,0.55,1.1,0.92,1.11,0.86,0.29,0.35,0.33,0.25,0.64,0.61,0.58,0.5,0.38,0.4,0.59,0.59,0.23,0.25,0.57,0.59,0.81,0.73,0.09,0.07,2.33,2.75,0.11,0.12,0.03,0.03,0.16,0.14,0.42,0.46,0.38,0.39,0.01,0.01,1.5,1.49,3.07,3.07,0.53,0.57,0.11,0.11,1.36,1.37,0.11,0.09
NSO-1,24,4/2/2021,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,135683.11,47550.95,151308.19,49391.77,153720.22,52613.83,454652.25,136320.64,307368.54,69005.74,232605.94,62325.84,230675.58,66256.23,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,0.17,0.2,0.2,0.26,0.21,0.25,76437.75,12017.15,85491.81,10692.42,88121.53,19711.53,78419.62,9715.75,213130.35,49464.73,110033.67,24977,47464.79,12309.51,65954.22,13451.59,112135.28,26955.08,52851.13,11848.25,67209.58,12272.47,69781.19,17157.68,54933.6,13846.13,60086.59,15684.38,109922.32,26037.54,313856.7,77568.06,221924.15,57213.41,73263.04,19135.55,51700.91,14358.41,594984.25,98514.78,700739.13,167272.74,293562.89,78619.01,202513.59,41695.63,262115.87,46258.84,28962.19,5184.39,1858392.18,437293.98,162382.67,42138.02,628043.99,157196.8,429131.76,112234.97,46246.21,12973.21,410985.63,96047.61,302148.37,68758.9,340980.74,71352.08,225033.81,44475.34,196080.35,33775.97,132880.4,19303.87,155466.07,23447.63,100417.27,15559.99,248262.24,57644.64,196323.29,29586.29,525478.68,117664.3,308361.36,74740.16,221191.54,41970.22,229043.75,32215.32,342856.07,47773.14,415015.7,72436.46,333930.27,56297.21,222312.99,44169.05,138449.33,19905.77,Not Detected,Not Detected,0.32,0.23,0.36,0.24,0.89,0.49,0.52,0.5,1.06,0.94,1.07,0.89,0.33,0.35,0.34,0.27,0.65,0.62,0.61,0.52,0.33,0.37,0.59,0.58,0.23,0.26,0.58,0.58,0.79,0.69,0.09,0.06,2.36,2.66,0.11,0.12,0.02,0.03,0.17,0.15,0.42,0.47,0.38,0.38,0.02,0.01,1.12,1.37,2.38,2.8,0.53,0.54,0.11,0.11,1.41,1.36,0.11,0.1
NSO-1,25,4/5/2021,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,126414.47,45397.24,141342.5,47019.47,144702.81,47257.6,431439.12,124036.37,293870.15,64251.35,223566.3,59490.64,224388.48,63145.4,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,0.17,0.21,0.2,0.26,0.2,0.26,203123.5,26024.33,230874.95,25443.16,238878.75,44976.92,212237.15,24142.75,538174.22,103199.56,299738.06,45783.86,149685.04,30521.03,149224.83,29434.84,281578.64,62503.12,143265.6,21967.48,178657.01,26177.06,192296.46,34616.16,136951.98,25945.35,200868.78,50584.9,275870.81,53878.93,767820.27,159276.88,554147.66,105659.96,259464.22,47823.11,190474.81,33837.97,1493512.39,215964.37,1604074.33,317369.98,687845.32,175972.42,451962.62,80255.53,672042.98,124150.3,45670.67,7975.11,3893878.14,763822.6,383391.4,73970.4,1106966.06,241190.83,738550.79,180675.94,90124.89,19155.16,630497.96,142607.81,463426.34,103963.95,451800.46,91463.04,270576.28,49417.97,225552.62,38423.54,136858.46,21170.33,140088.88,21329.59,82949.41,12612.25,679481.47,119500,511617.18,70100.26,1398285.34,250477.12,837589.9,151651.33,737292.05,114913.34,601892.1,84440.36,885392.79,107593.98,1134839.66,163332.39,773997.53,130186.5,546897.96,97661.54,189424.26,34845.63,Not Detected,Not Detected,0.38,0.28,0.38,0.25,0.89,0.54,0.56,0.44,1.08,0.8,1.14,0.77,0.39,0.39,0.32,0.28,0.67,0.63,0.62,0.52,0.29,0.33,0.6,0.57,0.19,0.24,0.58,0.58,0.62,0.56,0.05,0.04,2.56,2.56,0.12,0.11,0.02,0.03,0.19,0.18,0.43,0.55,0.41,0.42,0.01,0.01,0.92,1.04,1.9,2.18,0.52,0.61,0.14,0.14,1.39,1.51,0.12,0.11
NSO-1,26,4/6/2021,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,152965.17,53700.51,173782.42,56657.8,178032.81,57460.71,522338.32,151472.51,344352.33,76818.89,269626.99,73139.67,266093.58,76668.05,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,0.17,0.2,0.2,0.26,0.21,0.25,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated
NSO-1,27,4/7/2021,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,247152.48,83929.79,272796.08,92867.02,282536.72,90754.92,828097.99,240552.02,551245.49,121685.53,422727.83,111806.08,414945.24,120925.04,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,0.17,0.2,0.2,0.26,0.21,0.26,87013.61,13256.5,89645.77,12206.46,101731.79,21925.2,104584.88,12501.58,265657.69,59703.8,127609.75,26740.86,53235.38,12585.06,75427.98,15024.57,125192.21,30562.66,59220.62,12540.68,80810.29,14281.03,85565.81,18294.31,59253.85,14554.95,77230.17,18571.17,126100.7,28814.06,347624.92,83355.25,247376.25,64291.22,88985.54,21918.68,61982.09,16423,646789.4,108137.57,756251.7,174023.55,316433.56,87752.94,218389.22,42519.77,292179.3,50481.93,29406.19,5420.48,1977345.8,439783.59,170453.55,43078.06,656908.75,168288.18,448608.06,109142.21,50338.12,12425.07,428398.11,101645.93,305437.02,75531.59,343515.64,69074.97,224090.58,43119.66,192737.7,34618.94,121718.38,20541.66,148591.18,23324.97,97264.19,14413.79,284416.14,63263.17,223212.73,33205.06,592908.49,139317.83,344967.57,79294.22,242614.39,48809.01,253147.53,36064.43,332488.21,54356.41,454601.24,76831.15,395308.66,60502.52,258421.56,47432.15,144161.82,20635.84,Not Detected,Not Detected,0.33,0.25,0.33,0.22,1.03,0.57,0.48,0.45,1.09,0.97,1.12,0.88,0.32,0.37,0.34,0.27,0.64,0.62,0.56,0.53,0.34,0.36,0.59,0.61,0.23,0.25,0.58,0.57,0.77,0.67,0.08,0.06,2.29,2.94,0.11,0.11,0.03,0.03,0.17,0.15,0.42,0.5,0.38,0.4,0.01,0.01,1.17,1.3,2.44,2.85,0.47,0.51,0.13,0.14,1.41,1.3,0.11,0.1
NSO-1,28,4/8/2021,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,Not Analyzed,92467.99,13967.03,91169.27,12421.21,103802.74,23329.33,116000.56,14545.62,288420.33,65066.83,129472.28,28053.26,54516.4,12824.67,76315.84,15591.88,124648.74,30928.19,66947.21,12658.9,86382.45,14862,86862.67,18014.22,59691.5,14686.36,79188.21,19463.76,128118.72,29625.28,356147.79,85505.17,252203.56,62824.58,97810.62,20669.5,58170.63,16028.68,710916.92,113027.45,772648.28,170889.82,326041.96,88958.61,223044.22,42605.75,324545.11,59510.27,33627.28,5851.51,2038199.31,466933.83,172286.18,45201.82,677457.3,165757.2,456246.23,111298.18,50933.95,12400.12,429864.94,98709.86,318199.13,70313.69,340139.52,72558.74,218555.04,41232.55,186752.57,34710.95,111241.94,19440.57,143068.44,22282.33,91547.13,14128.8,293965.42,66014.96,227380.24,33571.31,595616.86,131116.6,346614.46,84938.98,286131.33,54689.24,289696.02,38639.37,391502.07,54421.06,483225.86,79735.93,405873.65,65194.43,269916.16,49784.44,145011.76,21974.13,Not Detected,Not Detected,0.35,0.24,0.32,0.21,1.12,0.62,0.45,0.43,1.17,0.97,1.23,0.89,0.34,0.38,0.34,0.27,0.64,0.62,0.59,0.52,0.32,0.35,0.6,0.6,0.22,0.24,0.57,0.58,0.77,0.64,0.08,0.06,2.21,2.63,0.11,0.11,0.02,0.03,0.18,0.16,0.42,0.52,0.38,0.37,0.02,0.01,1.03,1.21,2.08,2.4,0.43,0.48,0.14,0.14,1.41,1.36,0.11,0.09
NSO-1,29,4/9/2021,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,132844.32,47556.27,149519.3,49721.77,152454.91,49720.07,440927.87,130013.35,290549.54,66254.54,226391.55,57857.67,223771.35,69214.89,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,0.17,0.21,0.21,0.26,0.21,0.26,117334.43,15120.13,110647.01,13456.57,118376.58,24934.82,183329.05,24874.93,398363.64,80244.62,145901.19,28073.45,73494.61,14522.29,83755.19,16313.53,136455.46,31867.01,71042.1,13038.04,96967.95,15928.61,91745.98,18965.73,64390.33,14473.89,98862.33,23891.93,151637.54,33226.44,380445.04,90240.84,248909.93,61616.71,112650.04,26700.42,59415.38,16504.99,803352.86,118091.05,817391.17,175349.93,343239.49,94725.08,221004.78,41806.36,400242.07,71738.62,35079.3,5885.76,2136384.63,484724.95,172795.39,41230.84,691053.51,165836.13,451441.51,114127.02,48013.87,11750.8,411427.31,98887.61,311091.2,71250.07,317960.26,64678.67,201045.07,36117.82,164467.59,29731.38,100319.66,16745.52,118896.15,18831.63,76869.71,11418.78,336954.89,71263.74,245916.81,36726.3,647836.23,137358.02,376610.34,80216.24,258020.72,47110.29,256357.68,36240.99,382529.7,51898.52,484754.79,78721.71,392506.4,63584.41,265046.49,49220.72,103777.44,20782.51,Not Detected,Not Detected,0.38,0.24,0.29,0.19,1.55,1,0.37,0.35,1.07,0.94,1.23,0.91,0.33,0.36,0.33,0.27,0.65,0.62,0.59,0.51,0.34,0.37,0.6,0.59,0.21,0.24,0.57,0.58,0.72,0.63,0.07,0.05,2.44,2.79,0.11,0.1,0.02,0.02,0.19,0.17,0.42,0.54,0.38,0.36,0.02,0.01,1.31,1.51,2.51,2.92,0.34,0.4,0.19,0.17,1.53,1.46,0.1,0.09
NSO-1,30,4/12/2021,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,125703.59,43592.91,141601.5,47397.3,148201.86,48850.41,438235.61,125530.4,292746.27,67890.25,225428.39,60027.97,226268.55,67247.78,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,0.17,0.2,0.19,0.24,0.2,0.25,108854.15,15849.4,108858.74,14149.37,123511.8,27168.45,84894.46,19806.43,356329.18,77637.46,150897.64,31299.77,62384.14,14597.15,90405.68,16929.15,151314.72,33990.57,81327.4,14328.08,100590.94,16065.23,99561.76,20371.21,70494.4,16243.18,85296.37,23471.97,155820.14,34665.2,423602.22,101656,298888.97,69639.64,109391.37,26083.57,61386.96,16570.54,816495.76,136012.85,933623.15,201766.15,388237.16,104788.62,265595.98,54785.15,394664.47,70048.89,39044.94,6665.44,2489124.94,565717.39,210570.74,54025.16,826508.34,203980.66,552627.5,128916.27,60032.7,15533.96,520728.77,127010.19,387859.87,86951.41,415758.92,87682.66,267997.71,49715.76,224528.12,40102.49,130382.34,22166.33,166162.91,25566.99,105764.32,16708.11,336002.8,73379.93,260021.07,38191.76,702663.54,150941.11,411152.06,91133.79,322125.46,57474.16,332737.18,44368.31,412944.16,61506.83,573787.87,92812.06,462393.99,73927.47,330428.43,59431.41,183256.86,25512.82,Not Detected,Not Detected,0.33,0.24,0.31,0.2,0.69,0.73,0.42,0.4,1.19,0.96,1.2,0.89,0.33,0.36,0.34,0.28,0.63,0.61,0.56,0.51,0.34,0.37,0.6,0.61,0.22,0.23,0.57,0.59,0.74,0.64,0.08,0.05,2.13,2.54,0.11,0.12,0.02,0.03,0.18,0.16,0.42,0.52,0.38,0.36,0.02,0.01,1.04,1.28,2.18,2.63,0.42,0.44,0.14,0.14,1.42,1.46,0.11,0.1
NSO-1,31,4/13/2021,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,151267.28,52515.65,170547.47,55054.25,175317.52,56718.66,512265.94,144850.35,350169.01,79331.18,263899.78,68711.69,262025.87,78095.59,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,0.17,0.2,0.2,0.25,0.21,0.25,119264.6,15866.1,122350.7,15010.13,130559.32,28397.26,147461.55,19690.1,363940.73,76782.59,166442.54,33848.73,66860.27,14774.42,90194.28,18180.33,162121.97,39470.3,84715.8,14880.07,103579.57,17920.9,101870.92,22875.72,71817.73,18112.56,95083.83,19370.5,156150.94,34657.81,427365.16,101463.75,289881.21,74205.25,134905.6,27470.14,78257.74,18661.06,864450.56,134696.17,943207.84,208338.28,395361.97,103642.69,265086.11,49614.62,437981.33,76628.73,38037.25,6738.12,2448332.43,527183.91,206924.46,50941.29,790927.06,187114.38,527352.66,128430.26,57159.29,14934.76,481928.97,111619.12,359966.08,79575.33,381220.64,78465.66,241343.51,43638.29,201219.78,36165.03,118481.05,19329.17,150598.08,22697.65,98689.71,14147.9,371501.3,82163.17,292123.23,43465.59,758263.76,153108.6,440130.52,92361.96,255133.81,53523.43,249068.15,38959.65,363184.47,57351.65,540172.15,92392.85,422133.23,68689.74,284633.41,55727.79,120187.49,23544.89,Not Detected,Not Detected,0.35,0.26,0.33,0.21,1.13,0.69,0.46,0.44,1.2,1,1.16,0.83,0.32,0.36,0.32,0.26,0.65,0.62,0.56,0.51,0.36,0.38,0.6,0.59,0.22,0.24,0.57,0.58,0.75,0.63,0.07,0.05,2.66,2.75,0.11,0.12,0.02,0.03,0.19,0.17,0.42,0.5,0.39,0.4,0.02,0.01,1.46,1.54,2.97,2.86,0.45,0.51,0.15,0.15,1.47,1.37,0.11,0.09
NSO-1,32,4/14/2021,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,Not Detected,196088.65,68014.26,215906.4,74564.15,228126.57,76587.42,663462.24,192432.89,441125.49,102449.9,339924.3,92116.5,339383.57,100316.27,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,Not Calculated,0.17,0.2,0.2,0.25,0.2,0.25,129644.77,18033.57,142143.15,17162.2,150324.4,31219.7,162302.81,22033.63,405109.74,84333.17,185644.7,33493.61,69561.53,17449.74,110339.15,19235.04,178151.52,43868.16,94786.17,17256.2,120347.37,19463.18,124352.78,24034.78,81168.2,19037.03,160669.82,32676.99,179520.93,38828.72,498660.6,109949.13,360780.77,79941.54,153703.08,32158.01,105588.35,24573.77,964839.85,151631.31,1086893.66,228592.5,461826.24,118858.3,305161.84,58984,514011.71,87533.77,43041.76,7966.69,2834710.52,603644.47,240889.67,58113.64,903150.68,214853.59,599777.6,138611.57,67838.9,16295.83,538913.53,129440.19,392922.86,85342.84,417208.24,85725.71,260955.84,48017.66,225513.8,37215.94,134663.32,20753.57,151223.51,22798.01,93111.4,14106.54,417453.99,86745.35,317633.99,45950.09,854523.66,164913.44,504162.04,105459.78,320740.26,56349.95,285776.59,44408.33,421452.69,64140.14,639016.48,105114.36,463614.3,85581.54,306801.35,63947.93,135538.18,26708.03,Not Detected,Not Detected,0.34,0.25,0.32,0.21,1.08,0.71,0.46,0.4,1.2,1,1.21,0.84,0.35,0.34,0.31,0.27,0.68,0.62,0.58,0.5,0.34,0.39,0.6,0.61,0.21,0.23,0.58,0.6,0.67,0.61,0.07,0.05,2.79,2.58,0.11,0.12,0.02,0.03,0.19,0.18,0.42,0.52,0.38,0.38,0.02,0.01,1.3,1.54,2.66,2.93,0.44,0.52,0.14,0.14,1.38,1.38,0.11,0.1
