LocalSiteName,StudySite,AgencyCode,USGS_siteno,USGS_StationName,XcoordUTMNAD83_m,YcoordUTMNAD83_m,LandSurfaceElevation_mASL_NAVD88,OnNorthWellTransect,DistanceFromCenterOfNorthOilBody_m,WellSite,CoreSite,OtherEquipmentSite,TopOfScreenElevation_mASL_NAVD88,BottomOfScreenElevation_mASL_NAVD88,MidOfScreenElevation_mASL_NAVD88,DateOfConstruction,Comments_DateOfConstruction,SiteActiveStatus,Comments_Status,ApproxRemovalDate
x532G-01,Bemidji,USGS,x473426095052315,532G-01   Bemidji Toxics Research Site,342830.71,5271055.16,432.92,1.0,47.12,1,0,0,426.434,426.403,426.418,,Installation date unknown,Active,,
x532H,Bemidji,USGS,,,342830.1,5271054.25,433.459,1.0,46.19,0,1,0,,,,19920918,,Active,,
x532I,Bemidji,USGS,x473426095052411,532I      147N35W02CDAC  01,342829.32,5271055.26,432.816,1.0,45.89,1,0,0,,,,19960812.0,,Active,,
x533A,Bemidji,USGS,x473426095052412,533A      147N35W02CDAC 01              0000273833,342820.13,5271050.86,432.816,1.0,35.7,1,0,0,424.544,423.224,423.884,19860620.0,,Active,,
x533B,Bemidji,USGS,x473426095052302,"533B near Bemidji, MN.",342819.35,5271050.58,432.816,1.0,34.87,1,0,0,422.139,421.986,422.062,19860620.0,,Active,,
x533C,Bemidji,USGS,x473426095052303,"533C near Bemidji, MN.",342818.78,5271050.44,432.816,1.0,34.3,1,0,0,420.661,420.508,420.584,19860620.0,,Active,,
x533D,Bemidji,USGS,x473426095052321,533D      147N35W02CDAC  21,342821.55,5271051.43,432.816,1.0,37.23,1,0,0,424.282,423.672,423.977,19881230.0,,Active,,
x533E,Bemidji,USGS,x473426095052305,533E      Bemidji Toxics Research Site,342822.71,5271051.94,432.816,1.0,38.5,1,0,0,422.907,422.755,422.831,19960812.0,,Active,,
x533G-01,Bemidji,USGS,x473426095052413,533G-01   Bemidji Toxics Research Site,342820.96,5271051.17,432.944,1.0,36.59,1,0,0,426.458,426.427,426.442,,Installation date unknown,Active,,
x534A,Bemidji,USGS,x473426095052414,534A     147N35W02CDAC 01,342809.72,5271045.08,432.511,1.0,23.84,1,0,0,424.513,422.989,423.751,,Installation date unknown,Active,,
x534B,Bemidji,USGS,x473426095052415,534B      147N35W02CDAC 01              0000273834,342810.17,5271045.55,432.511,1.0,24.44,1,0,0,423.285,423.132,423.208,19870528.0,,Active,,
x534G-01,Bemidji,USGS,x473426095052452,534G-01   Bemidji Toxics Research Site,342810.46,5271045.59,432.648,1.0,24.73,1,0,0,426.162,426.131,426.146,,Installation date unknown,Active,,
x535G,Bemidji,USGS,,,342796.29,5271046.26,431.937,1.0,12.04,0,1,0,,,,,Installation date unknown,Active,,
x601G-01,Bemidji,USGS,x473426095052502,601G-01   Bemidji Toxics Research Site,342803.85,5271043.98,432.341,1.0,18.03,1,0,0,425.855,425.824,425.84,,Installation date unknown,Active,,
x602A,Bemidji,USGS,x473417095051801,602A      147N35W11ABBB  01,342939.4,5270785.63,426.11,0.0,,1,0,0,,,,,Installation date unknown,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x602B,Bemidji,USGS,x473417095051802,602B      147N35W11ABBB  01,342939.3,5270786.82,426.11,0.0,,1,0,0,,,,,Installation date unknown,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x602C,Bemidji,USGS,x473418095051703,602C      147N35W11ABBB  03,342939.48,5270787.96,426.11,0.0,,1,0,0,,,,190001.0,Installation date unknown,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x602D,Bemidji,USGS,x473417095051803,602D     147N35W11ABBB 01,342939.57,5270788.99,426.284,0.0,,1,0,0,,,,,Installation date unknown,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x602E,Bemidji,USGS,x473417095051804,602E      147N35W11ABBB  01,342940.23,5270783.17,425.806,0.0,,1,0,0,,,,19860711.0,,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x602F,Bemidji,USGS,x473417095051805,602F      147N35W11BAAA  01,342941.5,5270782.18,425.806,0.0,,1,0,0,,,,,Installation date unknown,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x602G-01,Bemidji,USGS,x473417095051806,602G-01   Bemidji Toxics Research Site,342940.41,5270781.92,425.836,0.0,,1,0,0,,,,,Installation date unknown,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x603A,Bemidji,USGS,x473424095053102,603A      147N35W02CDCA  01,342679.7,5270987.98,431.292,1.0,-118.16,1,0,0,424.876,423.556,424.216,19860625.0,,Active,,
x603G-01,Bemidji,USGS,x473424095053103,603G-01   Bemidji Toxics Research Site,342679.87,5270987.01,431.362,1.0,-118.4,1,0,0,424.876,424.845,424.86,,Installation date unknown,Active,,
x604A,Bemidji,USGS,x473426095052614,604A      147N35W02CDAC  14,342752.79,5271028.58,430.682,1.0,-34.89,1,0,0,425.552,424.028,424.79,19860626.0,,Active,,
x604B,Bemidji,USGS,x473425095052602,604B      Bemidji Toxics Research Site  0000273836,342752.39,5271028.04,430.682,1.0,-35.48,1,0,0,422.449,422.297,422.373,19870529.0,,Active,,
x604G-01,Bemidji,USGS,x473425095052701,604G-01   Bemidji Toxics Research Site,342753.23,5271029.69,430.472,1.0,-34.04,1,0,0,423.986,423.955,423.97,19860626.0,,Active,,
x605,Bemidji,USGS,x473428095051913,605       147N35W02CDAD  01,342928.42,5271110.5,434.035,1.0,158.87,1,0,0,424.653,423.129,423.891,,Installation date unknown,Active,,
x606,Bemidji,USGS,x473425095052901,606       147N35W02CDCA 01              0000273837,342688.6,5271005.76,431.292,1.0,-102.82,1,0,0,407.377,406.768,407.072,19860714.0,,Active,,
x607,Bemidji,USGS,x473425095052304,607       147N35W02CDAC 01              0000273838,342832.55,5271035.97,432.816,0.0,,1,0,0,409.346,408.737,409.042,19860715.0,,Active,,
x701,Bemidji,USGS,x473429095052201,701       147N35W02CDAA 01              0000273839,342847.09,5271131.16,426.72,0.0,,1,0,0,425.452,423.928,424.69,19870501.0,estimated date,Active,,
x702A,Bemidji,USGS,x473428095052401,702A      147N35W02CDAB  01,342824.05,5271130.91,427.634,0.0,,1,0,0,425.022,423.498,424.26,19870501.0,estimated date,Active,,
x702B,Bemidji,USGS,x473428095052402,702B      147N35W02CDAB 01              0000273840,342826.24,5271129.82,427.33,0.0,,1,0,0,411.749,411.139,411.444,19870511.0,,Active,,
x702C,Bemidji,USGS,x473428095052403,702C      147N35W02CDAB  01,342823.91,5271131.59,427.634,0.0,,1,0,0,420.718,420.566,420.642,,Installation date unknown,Active,,
x703,Bemidji,USGS,x473428095052301,703       147N35W02CDAC 01              0000273841,342817.27,5271107.74,431.292,0.0,,1,0,0,424.361,423.751,424.056,19870511.0,estimated date,Active,,
x704,Bemidji,USGS,x473428095051805,704       147N35W02CDAD 01              0000273842,342933.04,5271112.06,433.73,1.0,163.72,1,0,0,412.028,411.419,411.724,19870512.0,,Active,,
x704C,Bemidji,USGS,x473428095051806,704C      147N35W02CDAD  02,,,433.73,,,0,0,0,,,,,"This well was probably installed in 1987, this site was returned from a polygon retrieval around the Bemidji site, no idea of how well was constructed",Unknown,well could not be located,unknown
x704E,Bemidji,USGS,x473428095051807,704E      147N35W02CDAD  03,,,433.73,,,0,0,0,,,,,"This well was probably installed in 1987, this site was returned from a polygon retrieval around the Bemidji site, no idea of how well was constructed",Unknown,well could not be located,unknown
x705,Bemidji,USGS,x473427095052108,705       147N35W02CDAD 01              0000273843,342878.87,5271085.53,433.121,1.0,103.45,1,0,0,410.59,409.981,410.286,19870513.0,,Active,,
x706A,Bemidji,USGS,x473427095052302,706A      147N35W02CDAC 02              0000273844,342810.04,5271083.55,432.816,0.0,,1,0,0,424.973,423.449,424.211,19870518.0,,Active,,
x706B,Bemidji,USGS,x473427095052401,706B      147N35W02CDAC  01,342809.49,5271082.69,432.816,0.0,,1,0,0,,,,,Installation date unknown,Active,,
x707A,Bemidji,USGS,x473424095052902,707A      147N35W02CDCA 01              0000273845,342719.77,5271012.08,430.682,1.0,-71.76,1,0,0,424.391,423.071,423.731,19870519.0,,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x707AR,Bemidji,USGS,x473424095052886,707AR     147N35W02CDCA 01              0000772874,342716.09,5271010.16,430.682,1.0,-75.91,1,0,0,424.299,422.989,423.644,20120509.0,,Active,,
x707B,Bemidji,USGS,x473424095052903,707B      147N35W02CDCA  01,342719.16,5271009.78,430.682,1.0,-73.25,1,0,0,421.794,421.642,421.718,19870521.0,,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x707C,Bemidji,USGS,x473424095052904,707C      147N35W02CDCA  01,342721.48,5271010.8,430.682,1.0,-70.72,1,0,0,419.795,419.642,419.718,19870520.0,estimated date,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x707D,Bemidji,USGS,x473424095052905,707D      147N35W02CDCA  01,342722.87,5271011.99,430.682,1.0,-68.97,1,0,0,416.902,416.75,416.826,19870520.0,estimated date,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x707DR,Bemidji,USGS,x473424095052889,707DR     147N35W02CDCA 01              0000772875,342715.5,5271009.28,430.682,1.0,-76.8,1,0,0,418.786,418.545,418.666,20120510.0,,Active,,
x708,Bemidji,USGS,x473425095052902,708       147N35W02CDCA 02              0000273846,342695.6,5270999.2,431.292,1.0,-99.08,1,0,0,424.638,423.318,423.978,19870519.0,,Active,,
x709,Bemidji,USGS,x473424095053101,709       147N35W02CDCA 01              0000273847,342658.89,5270978.76,431.597,1.0,-140.92,1,0,0,425.059,423.739,424.399,19870520.0,,Active,,
x710,Bemidji,USGS,x473428095052501,710       147N35W02CDAC 01              0000273848,342788.14,5271105.24,432.511,0.0,,1,0,0,424.769,423.245,424.007,19870526.0,,Active,,
x801A,Bemidji,USGS,x473428095051901,"801A near Bemidji, MN.",342901.24,5271089.31,433.426,1.0,125.43,1,0,0,423.672,422.353,423.012,19881001.0,estimated date,Active,,
x801B,Bemidji,USGS,x473428095052002,801B      147N35W02CDAD 01              0000273849,342900.25,5271088.56,433.426,1.0,124.23,1,0,0,418.82,418.21,418.515,19881001.0,estimated date,Active,,
x801C,Bemidji,USGS,x473427095052009,801C      147N35W02CDAD  01,342900.19,5271088.29,433.426,1.0,124.06,1,0,0,418.445,416.921,417.683,19940813.0,,Unknown,,
x801D,Bemidji,USGS,x473428095052004,"801D near Bemidji, MN.",342899.26,5271088.41,433.426,1.0,123.26,1,0,0,421.249,421.008,421.128,20070720.0,,Active,,
x805,Bemidji,USGS,x473426095052512,805       147N35W02CDAC 01              0000273850,342804.76,5271053.72,432.639,1.0,22.81,1,0,0,423.37,423.218,423.294,19881001.0,estimated date,Active,,
x806,Bemidji,USGS,x473428095051914,806       147N35W02CDAD 01              0000273849,342918.17,5271101.78,433.73,1.0,145.96,1,0,0,420.02,419.41,419.715,19881001.0,estimated date,Active,,
x807,Bemidji,USGS,x473427095052010,807       147N35W02CDAD  01,342907.37,5271091.32,433.426,1.0,131.85,1,0,0,,,,,Installation date unknown,Active,,
x808,Bemidji,USGS,x473427095052011,808       147N35W02CDAD  01,342904.5,5271096.78,433.426,1.0,131.44,1,0,0,,,,,Installation date unknown,Active,,
x809,Bemidji,USGS,x473428095051909,809       147N35W02CDAD  09,342906.42,5271090.86,433.426,1.0,130.8,1,0,0,,,,,Installation date unknown,Active,,
x810,Bemidji,USGS,,,342885.31,5271033.88,432.505,,,0,1,0,,,,,Installation date unknown,Active,,
x811,Bemidji,USGS,,,342765.2,5271051.13,431.005,,,0,1,0,,,,,Installation date unknown,Active,,
x812,Bemidji,USGS,x473425095052501,812       147N35W02CDDB 01              0000273854,342776.02,5271005.39,432.206,0.0,,1,0,0,424.741,423.217,423.979,19881101.0,,Active,,
x813,Bemidji,USGS,x473423095052401,813       147N35W02CDDB 01              0000273855,342790.92,5270963.81,428.854,0.0,,1,0,0,416.997,416.388,416.692,19881102.0,,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x814,Bemidji,USGS,,814      147N35W02CDAC  01,342744.26,5271078.48,432.505,,,0,1,0,,,,,Installation date unknown,Active,,
x815B,Bemidji,USGS,x473425095053101,815B      147N35W02CDBD 01              0000273857,342674.35,5271044.57,431.597,0.0,,1,0,0,424.51,422.986,423.748,19890520.0,,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x816B,Bemidji,USGS,x473422095052901,816B      147N35W02CDCA 01              0000273858,342714.58,5270943.02,428.854,0.0,,1,0,0,424.937,423.413,424.175,19890520.0,,Active,,
x817,Bemidji,USGS,,,342859.2,5271006.31,432.505,,,0,1,0,,,,19881221,,Active,,
x818,Bemidji,USGS,,,342863.42,5271106.81,430.505,,,0,1,0,,,,19881222,,Active,,
x819,Bemidji,USGS,,,342891.74,5271056.67,432.905,,,0,1,0,,,,19881223,,Active,,
x820A,Bemidji,USGS,x473429095051501,820A      147N35W02DCBB 01              0000273862,342978.94,5271134.56,433.121,1.0,214.8,1,0,0,423.581,422.057,422.819,19881228.0,,Active,,
x820B,Bemidji,USGS,x473429095051502,820B      147N35W02DCBB 02              0000772866,342975.37,5271132.51,433.426,1.0,210.71,1,0,0,418.543,418.299,418.421,20090819.0,,Active,,
x820C,Bemidji,USGS,x473429095051503,820C      147N35W02DCBB 03              0000772864,342977.49,5271133.56,433.426,1.0,213.07,1,0,0,415.546,415.303,415.424,20090817.0,,Active,,
x820D,Bemidji,USGS,x473429095051701,820D      147N35W02CDAA  01,342976.49,5271132.98,433.426,1.0,211.92,1,0,0,414.135,413.891,414.013,20090818.0,,Active,,
x8306,Bemidji,USGS,x473426095052503,8306      147N35W02CDA   00 Bemidji Well,,,432.206,,,0,0,0,,,,,"This well was probably installed in 1983, this site was returned from a polygon retrieval around the Bemidji site, no idea of how well was constructed",Unknown,well could not be located,unknown
x8405D,Bemidji,USGS,x473418095055001,8405D     147N35W11BBB   01 Bemidji Well,,,430.378,,,0,0,0,,,,,"This well was probably installed in 1984, this site was returned from a polygon retrieval around the Bemidji site, no idea of how well was constructed",Unknown,well could not be located,unknown
x8417A,Bemidji,USGS,x473425095052002,8417A     147N35W02CDA   02 Bemidji Well,,,432.206,,,0,0,0,,,,,"This well was probably installed in 1984, this site was returned from a polygon retrieval around the Bemidji site, no idea of how well was constructed",Unknown,well could not be located,unknown
x8417B,Bemidji,USGS,x473425095052003,8417B     147N35W02CDA   03 Bemidji Well,,,432.206,,,0,0,0,,,,,"This well was probably installed in 1984, this site was returned from a polygon retrieval around the Bemidji site, no idea of how well was constructed",Unknown,well could not be located,unknown
x8417C,Bemidji,USGS,x473425095052001,8417C     147N35W02CDA   01 Bemidji Well,,,432.441,,,0,0,0,,,,,"This well was probably installed in 1984, this site was returned from a polygon retrieval around the Bemidji site, no idea of how well was constructed",Unknown,well could not be located,unknown
x8417D,Bemidji,USGS,x473425095052004,8417D     147N35W02CDA   04 Bemidji Well,,,432.206,,,0,0,0,,,,,"This well was probably installed in 1984, this site was returned from a polygon retrieval around the Bemidji site, no idea of how well was constructed",Unknown,well could not be located,unknown
x8420A,Bemidji,USGS,x473425095052005,8420A     147N35W02CDA   05 Bemidji Well,,,432.206,,,0,0,0,,,,,"This well was probably installed in 1984, this site was returned from a polygon retrieval around the Bemidji site, no idea of how well was constructed",Unknown,well could not be located,unknown
x8420B,Bemidji,USGS,x473425095052006,8420B     147N35W02CDA   06 Bemidji Well,,,432.206,,,0,0,0,,,,,"This well was probably installed in 1984, this site was returned from a polygon retrieval around the Bemidji site, no idea of how well was constructed",Unknown,well could not be located,unknown
x8420C,Bemidji,USGS,x473425095052007,8420C     147N35W02CDA   07 Bemidji Well,,,432.206,,,0,0,0,,,,,"This well was probably installed in 1984, this site was returned from a polygon retrieval around the Bemidji site, no idea of how well was constructed",Unknown,well could not be located,unknown
x9001,Bemidji,USGS,x473424095052201,9001      147N35W02CDDA  01,342860.91,5271005.68,432.511,0.0,,1,0,0,423.906,422.382,423.144,19900623.0,,Active,,
x9002,Bemidji,USGS,x473418095052802,9002      147N35W11BABA  01,342720.45,5270798.99,426.72,0.0,,1,0,0,424.346,423.431,423.888,19900623.0,,Active,,
x9003,Bemidji,USGS,x473418095052803,9003      147N35W11BABA  01,342727.49,5270800.73,425.196,0.0,,1,0,0,424.635,424.33,424.482,19900623.0,,Active,,
x9004,Bemidji,USGS,x473418095052801,9004      147N35W11BABA  01,342706.04,5270794.33,429.463,0.0,,1,0,0,425.278,423.754,424.516,19900623.0,,Active,,
x9005,Bemidji,USGS,x473420095052701,9005      147N35W02CDDC  01,342744.57,5270868.8,427.634,0.0,,1,0,0,424.595,423.681,424.138,19900623.0,,Active,,
x9006,Bemidji,USGS,x473421095052701,9006      147N35W02CDCD  01,342737.66,5270877.65,429.768,0.0,,1,0,0,424.373,423.459,423.916,19900623.0,,Active,,
x9007,Bemidji,USGS,x473419095052701,9007      147N35W02CDDC  01,342752.25,5270857.94,425.196,0.0,,1,0,0,424.471,424.166,424.318,19900624.0,,Active,,
x9008,Bemidji,USGS,x473417095052601,9008      147N35W11BAAB  01,342761.79,5270772.36,425.806,0.0,,1,0,0,424.687,424.383,424.535,19900624.0,,Active,,
x9009,Bemidji,USGS,x473417095052701,9009      147N35W11BAAB  01,342752.62,5270782.77,425.196,0.0,,1,0,0,424.611,424.306,424.458,19900624.0,,Active,,
x9010,Bemidji,USGS,x473416095052601,9010      147N35W11BAAB  01,342769.79,5270764.58,424.891,0.0,,1,0,0,424.409,424.105,424.257,19900624.0,,Active,,
x9011,Bemidji,USGS,x473417095052801,9011      147N35W11BABA  01,342732.73,5270783.42,425.196,0.0,,1,0,0,425.013,424.745,424.879,19900624.0,,Active,,
x9012,Bemidji,USGS,x473419095052801,9012      147N35W02CDCD  01,342735.01,5270843.12,425.501,0.0,,1,0,0,424.516,424.212,424.364,19900624.0,,Active,,
x9013,Bemidji,USGS,,,342814.35,5271047.86,432.905,1.0,29.2,0,1,0,,,,19900627,,Active,,
x9014,Bemidji,USGS,x473425095052505,9014      147N35W02CDAC  01,342806.49,5271041.94,432.511,1.0,19.62,1,0,0,422.931,422.779,422.855,19900627.0,,Active,,
x9014G-01,Bemidji,USGS,x473426095052504,9014G-01  Bemidji Toxics Research Site,342795.65,5271046.99,431.892,1.0,11.75,1,0,0,423.976,423.946,423.961,20000718.0,,Active,,
x9015,Bemidji,USGS,x473426095052401,9015      Bemidji Toxics Research Site,342789.11,5271039.13,430.682,1.0,-2.59,1,0,0,422.239,422.087,422.163,19900627.0,,Active,,
x9015G-01,Bemidji,USGS,x473425095052506,9015G-01  Bemidji Toxics Research Site,342787.9,5271040.35,430.789,1.0,-1.98,1,0,0,424.303,424.272,424.288,20040721.0,,Active,,
x9016,Bemidji,USGS,x473425095052612,9016      147N35W02CDAC  01,342775.18,5271037.23,430.378,1.0,-10.92,1,0,0,423.416,423.264,423.34,19900628.0,,Active,,
x9016G-01,Bemidji,USGS,x473425095052613,9016G-01  Bemidji Toxics Research Site,342773.94,5271036.96,430.228,1.0,-12.16,1,0,0,424.242,424.211,424.226,20040720.0,,Active,,
x9017,Bemidji,USGS,x473425095052702,9017      147N35W02CDAC  01,342764.87,5271033.2,430.378,1.0,-21.97,1,0,0,423.069,422.916,422.992,19900629.0,,Active,,
x9017G-01,Bemidji,USGS,x473425095052703,9017G-01  Bemidji Toxics Research Site,342763.57,5271032.76,430.137,1.0,-23.34,1,0,0,424.251,424.221,424.236,20040720.0,,Active,,
x9018,Bemidji,USGS,x473425095052704,9018      147N35W02CDAC  01,342754.17,5271029.15,430.682,1.0,-33.4,1,0,0,423.379,423.227,423.303,19900629.0,,Active,,
x9019,Bemidji,USGS,x473430095052201,9019      147N35W02CDAB  01,342831.24,5271157.77,430.987,0.0,,1,0,0,424.412,422.888,423.65,19900702.0,,Active,,
x9020,Bemidji,USGS,x473424095052001,9020      147N35W02CDDA  01,342888.09,5270983.06,431.902,0.0,,1,0,0,424.892,423.368,424.13,19900702.0,,Active,,
x9021,Bemidji,USGS,x473416095052801,9021      147N35W11BABA  01,342701.63,5270732.04,430.073,0.0,,1,0,0,424.273,424.12,424.196,19900702.0,,Active,,
x9025,Bemidji,USGS,x473426095052002,9025      147N35W02CDAD  01,342897.43,5271046.51,432.816,0.0,,1,0,0,423.078,422.925,423.002,19900703.0,estimated date,Active,,
x9026,Bemidji,USGS,x473426095052104,9026      147N35W02CDAD  01,342888.57,5271066.39,432.816,0.0,,1,0,0,422.694,422.541,422.618,19900703.0,estimated date,Active,,
x9027,Bemidji,USGS,x473428095052203,9027      147N35W02CDAA  01,342858.26,5271121.59,428.244,0.0,,1,0,0,422.596,422.444,422.52,19900820.0,,Active,,
x910,Bemidji,USGS,x473425095053102,910       147N35W02CDBD  01,342681.91,5271043.34,431.597,0.0,,1,0,0,423.736,422.974,423.355,19790828.0,,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x9101G-01,Bemidji,USGS,x473426095052417,9101G-01  Bemidji Toxics Research Site,342825.92,5271053.26,432.776,1.0,41.97,1,0,0,426.29,426.259,426.274,19900530.0,,Active,,
x9102,Bemidji,USGS,,,342835.59,5271057.05,432.954,1.0,52.34,0,1,0,,,,19911018,estimated date,Active,,
x9103G-01,Bemidji,USGS,x473426095052418,9103G-01  Bemidji Toxics Research Site,342815.22,5271048.46,432.816,1.0,30.24,1,0,0,426.33,426.299,426.314,19911018.0,estimated date,Active,,
x9104,Bemidji,USGS,,,342841.89,5270880.36,426.905,,,0,1,0,,,,19911018,,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x9105,Bemidji,USGS,,,342836.77,5270883.69,426.605,,,0,1,0,,,,19911018,,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x9106,Bemidji,USGS,,,342831.72,5270887.08,426.405,,,0,1,0,,,,19911018,,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x9107,Bemidji,USGS,,,342826.67,5270890.48,426.405,,,0,1,0,,,,19911018,,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x9108,Bemidji,USGS,,,342821.48,5270893.88,426.505,,,0,1,0,,,,19911018,,Removed,Removed by Enbridge for the Alberta Clipper install,2009
